probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_name,model_short_name
25,Edmund Stoiber,21,21,Edmund Stoiber,0.48754543,0.48754543,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
26,Edmund Stoiber,21,21,Edmund Stoiber,0.36203337,0.36203337,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
27,Edmund Stoiber,21,21,Edmund Stoiber,0.19215813,0.19215813,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
28,Edmund Stoiber,21,21,Edmund Stoiber,0.28623506,0.28623506,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
29,Carmen Electra,12,12,Carmen Electra,0.3781518,0.3781518,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
30,Carmen Electra,12,12,Carmen Electra,0.6438399,0.6438399,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
31,Carmen Electra,12,12,Carmen Electra,0.5347526,0.5347526,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
32,Carmen Electra,12,12,Carmen Electra,0.5352608,0.5352608,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
33,Carmen Electra,12,12,Carmen Electra,0.6942375,0.6942375,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
34,Tung Chee-hwa,92,92,Tung Chee-hwa,0.4170894,0.4170894,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
35,Tung Chee-hwa,92,92,Tung Chee-hwa,0.60581905,0.60581905,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
36,Tung Chee-hwa,92,92,Tung Chee-hwa,0.519041,0.519041,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
37,Tung Chee-hwa,92,92,Tung Chee-hwa,0.6359928,0.6359928,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
38,Tung Chee-hwa,92,92,Tung Chee-hwa,0.487557,0.487557,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
39,Tung Chee-hwa,92,92,Tung Chee-hwa,0.46883687,0.46883687,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
40,Tung Chee-hwa,92,92,Tung Chee-hwa,0.33140445,0.33140445,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
41,Tung Chee-hwa,92,92,Tung Chee-hwa,0.47682273,0.47682273,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
42,Woody Allen,96,96,Woody Allen,0.6460601,0.6460601,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
43,Woody Allen,96,96,Woody Allen,0.5980979,0.5980979,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
44,Woody Allen,96,96,Woody Allen,0.3153054,0.3153054,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
45,Woody Allen,96,96,Woody Allen,0.3776096,0.3776096,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
46,Kim Dae-jung,46,46,Kim Dae-jung,0.60808146,0.60808146,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
47,Kim Dae-jung,46,46,Kim Dae-jung,0.3745931,0.3745931,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
48,Kim Dae-jung,46,46,Kim Dae-jung,0.6370288,0.6370288,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
49,Kim Dae-jung,46,46,Kim Dae-jung,0.5620543,0.5620543,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
50,Kim Dae-jung,46,46,Kim Dae-jung,0.55996627,0.55996627,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
51,Kim Dae-jung,46,46,Kim Dae-jung,0.44809842,0.44809842,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
52,Kim Dae-jung,46,46,Kim Dae-jung,0.47244188,0.47244188,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
53,Lleyton Hewitt,51,51,Lleyton Hewitt,0.43289798,0.43289798,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
54,Lleyton Hewitt,51,51,Lleyton Hewitt,0.4785002,0.4785002,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
55,Lleyton Hewitt,51,51,Lleyton Hewitt,0.469773,0.469773,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
56,Lleyton Hewitt,51,51,Lleyton Hewitt,0.5595394,0.5595394,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
57,Lleyton Hewitt,51,51,Lleyton Hewitt,0.3322302,0.3322302,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
58,Lleyton Hewitt,51,51,Lleyton Hewitt,0.6470054,0.6470054,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
59,Lleyton Hewitt,51,51,Lleyton Hewitt,0.4450525,0.4450525,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
60,Lleyton Hewitt,51,51,Lleyton Hewitt,0.39167947,0.39167947,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
61,Ben Affleck,4,4,Ben Affleck,0.3998015,0.3998015,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
62,Ben Affleck,4,4,Ben Affleck,0.30155215,0.30155215,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
63,Ben Affleck,4,4,Ben Affleck,0.49234438,0.49234438,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
64,Ben Affleck,4,4,Ben Affleck,0.47127664,0.47127664,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
65,Ben Affleck,4,4,Ben Affleck,0.30519882,0.30519882,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
66,Ben Affleck,4,4,Ben Affleck,0.48940244,0.48940244,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
67,Jeremy Greenstock,35,35,Jeremy Greenstock,0.680722,0.680722,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
68,Jeremy Greenstock,35,35,Jeremy Greenstock,0.46497357,0.46497357,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
69,Jeremy Greenstock,35,35,Jeremy Greenstock,0.74916345,0.74916345,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
70,Jeremy Greenstock,35,35,Jeremy Greenstock,0.56451994,0.56451994,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
71,Jeremy Greenstock,35,35,Jeremy Greenstock,0.4593773,0.4593773,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
72,Jeremy Greenstock,35,35,Jeremy Greenstock,0.58103704,0.58103704,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
73,Jeremy Greenstock,35,35,Jeremy Greenstock,0.45468515,0.45468515,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
74,Jeremy Greenstock,35,35,Jeremy Greenstock,0.3137033,0.3137033,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
75,David Anderson,19,19,David Anderson,0.36756063,0.36756063,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
76,David Anderson,19,19,David Anderson,0.36774135,0.36774135,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
77,David Anderson,19,19,David Anderson,0.4063937,0.4063937,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
78,David Anderson,19,19,David Anderson,0.31293732,0.31293732,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
79,John Stockton,39,39,John Stockton,0.18897776,0.18897776,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
80,John Stockton,39,39,John Stockton,0.2521577,0.2521577,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
81,John Stockton,39,35,Jeremy Greenstock,0.19050303,0.14675206,False,True,False,False,True,True,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
82,John Stockton,39,65,Paul Wolfowitz,0.22704482,0.22658107,False,True,False,False,True,True,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
83,Zhu Rongji,99,99,Zhu Rongji,0.36739397,0.36739397,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
84,Zhu Rongji,99,99,Zhu Rongji,0.7800175,0.7800175,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
85,Zhu Rongji,99,99,Zhu Rongji,0.52737427,0.52737427,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
86,Zhu Rongji,99,99,Zhu Rongji,0.6654159,0.6654159,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
87,Zhu Rongji,99,99,Zhu Rongji,0.56677514,0.56677514,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
88,Zhu Rongji,99,99,Zhu Rongji,0.5226896,0.5226896,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
89,Zhu Rongji,99,99,Zhu Rongji,0.706663,0.706663,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
90,Zhu Rongji,99,99,Zhu Rongji,0.6824279,0.6824279,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
91,Mahmoud Abbas,53,53,Mahmoud Abbas,0.5366341,0.5366341,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
92,Mahmoud Abbas,53,53,Mahmoud Abbas,0.49956915,0.49956915,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
93,Mahmoud Abbas,53,53,Mahmoud Abbas,0.42015636,0.42015636,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
94,Mahmoud Abbas,53,53,Mahmoud Abbas,0.5161726,0.5161726,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
95,Mahmoud Abbas,53,53,Mahmoud Abbas,0.52957505,0.52957505,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
96,Mahmoud Abbas,53,53,Mahmoud Abbas,0.45169508,0.45169508,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
97,Mahmoud Abbas,53,53,Mahmoud Abbas,0.56648284,0.56648284,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
98,Mahmoud Abbas,53,53,Mahmoud Abbas,0.69119716,0.69119716,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
99,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.19998682,0.19998682,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
100,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.3438273,0.3438273,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
101,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.3639816,0.3639816,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
102,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.39163888,0.39163888,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
103,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.33858633,0.33858633,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
104,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.5053357,0.5053357,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
105,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.33876926,0.33876926,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
106,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.41090208,0.41090208,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
107,Steven Spielberg,84,84,Steven Spielberg,0.66404986,0.66404986,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
108,Steven Spielberg,84,11,Carla Del Ponte,0.15580414,0.05150793,False,False,False,True,True,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
109,Steven Spielberg,84,84,Steven Spielberg,0.45257622,0.45257622,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
110,Steven Spielberg,84,84,Steven Spielberg,0.69003165,0.69003165,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
111,Steven Spielberg,84,28,Holly Hunter,0.17938414,0.14165857,False,True,False,False,True,True,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
112,Steven Spielberg,84,84,Steven Spielberg,0.45993713,0.45993713,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
113,Norm Coleman,63,63,Norm Coleman,0.4088872,0.4088872,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
114,Norm Coleman,63,63,Norm Coleman,0.3544454,0.3544454,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
115,Norm Coleman,63,63,Norm Coleman,0.58104146,0.58104146,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
116,Norm Coleman,63,63,Norm Coleman,0.43435824,0.43435824,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
117,Norm Coleman,63,63,Norm Coleman,0.40810996,0.40810996,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
118,Norm Coleman,63,63,Norm Coleman,0.43267697,0.43267697,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
119,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.42807952,0.42807952,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
120,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.5680753,0.5680753,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
121,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.4313277,0.4313277,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
122,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.4987905,0.4987905,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
123,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.44927093,0.44927093,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
124,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.29226503,0.29226503,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
125,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.4019809,0.4019809,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
126,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.56551045,0.56551045,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
127,Robert Blake,74,74,Robert Blake,0.7291623,0.7291623,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
128,Robert Blake,74,74,Robert Blake,0.4890774,0.4890774,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
129,Robert Blake,74,74,Robert Blake,0.40265262,0.40265262,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
130,Robert Blake,74,74,Robert Blake,0.39819485,0.39819485,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
131,Robert Blake,74,74,Robert Blake,0.36091644,0.36091644,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
132,Robert Blake,74,74,Robert Blake,0.39600182,0.39600182,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
133,Robert Blake,74,74,Robert Blake,0.62647486,0.62647486,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
134,Queen Elizabeth II,69,69,Queen Elizabeth II,0.4379253,0.4379253,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
135,Queen Elizabeth II,69,69,Queen Elizabeth II,0.35009268,0.35009268,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
136,Queen Elizabeth II,69,69,Queen Elizabeth II,0.3432173,0.3432173,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
137,Queen Elizabeth II,69,69,Queen Elizabeth II,0.45585728,0.45585728,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
138,Queen Elizabeth II,69,69,Queen Elizabeth II,0.30422178,0.30422178,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
139,Queen Elizabeth II,69,69,Queen Elizabeth II,0.3103309,0.3103309,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
140,Queen Elizabeth II,69,69,Queen Elizabeth II,0.40369427,0.40369427,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
141,Queen Elizabeth II,69,69,Queen Elizabeth II,0.51303494,0.51303494,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
142,Martha Stewart,55,55,Martha Stewart,0.5988377,0.5988377,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
143,Martha Stewart,55,55,Martha Stewart,0.53728837,0.53728837,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
144,Martha Stewart,55,55,Martha Stewart,0.5514694,0.5514694,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
145,Martha Stewart,55,55,Martha Stewart,0.33312216,0.33312216,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
146,Robert Kocharian,75,75,Robert Kocharian,0.64817476,0.64817476,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
147,Robert Kocharian,75,75,Robert Kocharian,0.6874459,0.6874459,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
148,Robert Kocharian,75,75,Robert Kocharian,0.6138456,0.6138456,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
149,Robert Kocharian,75,75,Robert Kocharian,0.4523024,0.4523024,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
150,Scott Peterson,80,80,Scott Peterson,0.5177971,0.5177971,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
151,Scott Peterson,80,80,Scott Peterson,0.44662672,0.44662672,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
152,Scott Peterson,80,80,Scott Peterson,0.46216276,0.46216276,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
153,Scott Peterson,80,80,Scott Peterson,0.52377284,0.52377284,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
154,Ray Romano,70,70,Ray Romano,0.5683515,0.5683515,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
155,Ray Romano,70,70,Ray Romano,0.55828774,0.55828774,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
156,Ray Romano,70,70,Ray Romano,0.5985356,0.5985356,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
157,Ray Romano,70,70,Ray Romano,0.53485155,0.53485155,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
158,Ray Romano,70,70,Ray Romano,0.53004634,0.53004634,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
159,Ray Romano,70,70,Ray Romano,0.44475254,0.44475254,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
160,Ray Romano,70,70,Ray Romano,0.4204182,0.4204182,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
161,Ray Romano,70,70,Ray Romano,0.630556,0.630556,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
162,Mark Hurlbert,54,54,Mark Hurlbert,0.53341323,0.53341323,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
163,Mark Hurlbert,54,54,Mark Hurlbert,0.37291574,0.37291574,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface12m,adaface_ir101_wf12m
