probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_name,model_short_name
45,Woody Allen,96,96,Woody Allen,0.3556643,0.3556643,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
46,Kim Dae-jung,46,46,Kim Dae-jung,0.53808695,0.53808695,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
47,Kim Dae-jung,46,46,Kim Dae-jung,0.33744353,0.33744353,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
48,Kim Dae-jung,46,46,Kim Dae-jung,0.52579796,0.52579796,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
49,Kim Dae-jung,46,46,Kim Dae-jung,0.5970147,0.5970147,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
50,Kim Dae-jung,46,46,Kim Dae-jung,0.5101686,0.5101686,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
51,Kim Dae-jung,46,46,Kim Dae-jung,0.44761258,0.44761258,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
52,Kim Dae-jung,46,46,Kim Dae-jung,0.5101321,0.5101321,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
53,Lleyton Hewitt,51,51,Lleyton Hewitt,0.5234346,0.5234346,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
54,Lleyton Hewitt,51,51,Lleyton Hewitt,0.46148393,0.46148393,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
55,Lleyton Hewitt,51,51,Lleyton Hewitt,0.44577575,0.44577575,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
56,Lleyton Hewitt,51,51,Lleyton Hewitt,0.49306044,0.49306044,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
57,Lleyton Hewitt,51,51,Lleyton Hewitt,0.37655914,0.37655914,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
58,Lleyton Hewitt,51,51,Lleyton Hewitt,0.5777259,0.5777259,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
59,Lleyton Hewitt,51,51,Lleyton Hewitt,0.37399137,0.37399137,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
60,Lleyton Hewitt,51,51,Lleyton Hewitt,0.43956304,0.43956304,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
61,Ben Affleck,4,4,Ben Affleck,0.3742505,0.3742505,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
62,Ben Affleck,4,4,Ben Affleck,0.2883515,0.2883515,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
63,Ben Affleck,4,4,Ben Affleck,0.40312344,0.40312344,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
64,Ben Affleck,4,4,Ben Affleck,0.53507936,0.53507936,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
65,Ben Affleck,4,32,Jason Kidd,0.19622283,0.18293014,False,True,False,False,True,True,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
66,Ben Affleck,4,4,Ben Affleck,0.43727684,0.43727684,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
67,Jeremy Greenstock,35,35,Jeremy Greenstock,0.678959,0.678959,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
68,Jeremy Greenstock,35,35,Jeremy Greenstock,0.37120515,0.37120515,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
69,Jeremy Greenstock,35,35,Jeremy Greenstock,0.72051215,0.72051215,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
70,Jeremy Greenstock,35,35,Jeremy Greenstock,0.47201043,0.47201043,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
71,Jeremy Greenstock,35,35,Jeremy Greenstock,0.45323187,0.45323187,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
72,Jeremy Greenstock,35,35,Jeremy Greenstock,0.5208881,0.5208881,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
73,Jeremy Greenstock,35,35,Jeremy Greenstock,0.45261794,0.45261794,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
74,Jeremy Greenstock,35,35,Jeremy Greenstock,0.34690687,0.34690687,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
75,David Anderson,19,19,David Anderson,0.25265187,0.25265187,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
76,David Anderson,19,19,David Anderson,0.31405076,0.31405076,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
77,David Anderson,19,19,David Anderson,0.2215476,0.2215476,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
78,David Anderson,19,19,David Anderson,0.14255194,0.14255194,True,False,False,True,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
79,John Stockton,39,39,John Stockton,0.3466552,0.3466552,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
80,John Stockton,39,39,John Stockton,0.40914476,0.40914476,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
81,John Stockton,39,39,John Stockton,0.3067504,0.3067504,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
82,John Stockton,39,87,Tim Henman,0.2372654,0.23713359,False,True,False,False,True,True,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
83,Zhu Rongji,99,99,Zhu Rongji,0.42360532,0.42360532,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
84,Zhu Rongji,99,99,Zhu Rongji,0.6892155,0.6892155,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
85,Zhu Rongji,99,99,Zhu Rongji,0.42267388,0.42267388,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
86,Zhu Rongji,99,99,Zhu Rongji,0.5695114,0.5695114,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
87,Zhu Rongji,99,99,Zhu Rongji,0.46447095,0.46447095,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
88,Zhu Rongji,99,99,Zhu Rongji,0.5150401,0.5150401,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
89,Zhu Rongji,99,99,Zhu Rongji,0.6796517,0.6796517,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
90,Zhu Rongji,99,99,Zhu Rongji,0.5803678,0.5803678,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
91,Mahmoud Abbas,53,53,Mahmoud Abbas,0.503844,0.503844,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
92,Mahmoud Abbas,53,53,Mahmoud Abbas,0.4785657,0.4785657,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
93,Mahmoud Abbas,53,53,Mahmoud Abbas,0.3515318,0.3515318,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
94,Mahmoud Abbas,53,53,Mahmoud Abbas,0.417853,0.417853,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
95,Mahmoud Abbas,53,53,Mahmoud Abbas,0.42942423,0.42942423,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
96,Mahmoud Abbas,53,53,Mahmoud Abbas,0.39689094,0.39689094,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
97,Mahmoud Abbas,53,53,Mahmoud Abbas,0.5161765,0.5161765,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
98,Mahmoud Abbas,53,53,Mahmoud Abbas,0.6213119,0.6213119,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
99,Gloria Macapagal Arroyo,25,87,Tim Henman,0.17847928,0.07257258,False,True,False,False,True,True,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
100,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.3544619,0.3544619,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
101,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.38143608,0.38143608,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
102,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.38017976,0.38017976,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
103,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.25042012,0.25042012,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
104,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.5050633,0.5050633,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
105,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.31755462,0.31755462,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
106,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.47045296,0.47045296,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
107,Steven Spielberg,84,84,Steven Spielberg,0.6694068,0.6694068,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
108,Steven Spielberg,84,90,Tommy Haas,0.13843499,0.053343415,False,False,False,True,True,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
109,Steven Spielberg,84,84,Steven Spielberg,0.47528106,0.47528106,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
110,Steven Spielberg,84,84,Steven Spielberg,0.7315198,0.7315198,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
111,Steven Spielberg,84,43,Joseph Biden,0.13313839,0.060646,False,False,False,True,True,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
112,Steven Spielberg,84,84,Steven Spielberg,0.40835685,0.40835685,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
113,Norm Coleman,63,63,Norm Coleman,0.47411406,0.47411406,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
114,Norm Coleman,63,63,Norm Coleman,0.41044414,0.41044414,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
115,Norm Coleman,63,63,Norm Coleman,0.46985358,0.46985358,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
116,Norm Coleman,63,63,Norm Coleman,0.41209495,0.41209495,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
117,Norm Coleman,63,63,Norm Coleman,0.4068741,0.4068741,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
118,Norm Coleman,63,63,Norm Coleman,0.47393927,0.47393927,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
119,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.49481702,0.49481702,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
120,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.55697703,0.55697703,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
121,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.3442787,0.3442787,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
122,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.5131631,0.5131631,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
123,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.4271652,0.4271652,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
124,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.30146536,0.30146536,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
125,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.41106147,0.41106147,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
126,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.52399385,0.52399385,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
127,Robert Blake,74,74,Robert Blake,0.64568317,0.64568317,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
128,Robert Blake,74,74,Robert Blake,0.39703974,0.39703974,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
129,Robert Blake,74,74,Robert Blake,0.36184037,0.36184037,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
130,Robert Blake,74,74,Robert Blake,0.4473086,0.4473086,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
131,Robert Blake,74,74,Robert Blake,0.37581775,0.37581775,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
132,Robert Blake,74,74,Robert Blake,0.36983454,0.36983454,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
133,Robert Blake,74,74,Robert Blake,0.54803514,0.54803514,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
134,Queen Elizabeth II,69,69,Queen Elizabeth II,0.43115884,0.43115884,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
135,Queen Elizabeth II,69,69,Queen Elizabeth II,0.25525707,0.25525707,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
136,Queen Elizabeth II,69,69,Queen Elizabeth II,0.3942979,0.3942979,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
137,Queen Elizabeth II,69,69,Queen Elizabeth II,0.43046543,0.43046543,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
138,Queen Elizabeth II,69,69,Queen Elizabeth II,0.3032475,0.3032475,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
139,Queen Elizabeth II,69,69,Queen Elizabeth II,0.38027006,0.38027006,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
140,Queen Elizabeth II,69,69,Queen Elizabeth II,0.3532728,0.3532728,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
141,Queen Elizabeth II,69,69,Queen Elizabeth II,0.5467478,0.5467478,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
142,Martha Stewart,55,55,Martha Stewart,0.60130095,0.60130095,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
143,Martha Stewart,55,55,Martha Stewart,0.5313241,0.5313241,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
144,Martha Stewart,55,55,Martha Stewart,0.5482773,0.5482773,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
145,Martha Stewart,55,55,Martha Stewart,0.28596175,0.28596175,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
146,Robert Kocharian,75,75,Robert Kocharian,0.615204,0.615204,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
147,Robert Kocharian,75,75,Robert Kocharian,0.65118086,0.65118086,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
148,Robert Kocharian,75,75,Robert Kocharian,0.5299639,0.5299639,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
149,Robert Kocharian,75,75,Robert Kocharian,0.49515152,0.49515152,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
150,Scott Peterson,80,80,Scott Peterson,0.43761337,0.43761337,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
151,Scott Peterson,80,80,Scott Peterson,0.33625174,0.33625174,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
152,Scott Peterson,80,80,Scott Peterson,0.41490728,0.41490728,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
153,Scott Peterson,80,80,Scott Peterson,0.57491624,0.57491624,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
154,Ray Romano,70,70,Ray Romano,0.54208964,0.54208964,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
155,Ray Romano,70,70,Ray Romano,0.47998577,0.47998577,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
156,Ray Romano,70,70,Ray Romano,0.5091824,0.5091824,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
157,Ray Romano,70,70,Ray Romano,0.48808163,0.48808163,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
158,Ray Romano,70,70,Ray Romano,0.53089595,0.53089595,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
159,Ray Romano,70,70,Ray Romano,0.4646896,0.4646896,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
160,Ray Romano,70,70,Ray Romano,0.43270874,0.43270874,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
161,Ray Romano,70,70,Ray Romano,0.67911357,0.67911357,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
162,Mark Hurlbert,54,54,Mark Hurlbert,0.5142989,0.5142989,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
163,Mark Hurlbert,54,54,Mark Hurlbert,0.37270468,0.37270468,True,True,True,False,False,False,minchul/cvlface_arcface_ir101_webface4m,arcface_ir101_wf4m
