dataset,row,identity,lfw_index,landmark_source,landmark_prob,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,left_mouth_x,left_mouth_y,right_mouth_x,right_mouth_y
enroll,10,Ben Affleck,2183,mtcnn,0.9999966621398926,0.0,49.90593338012695,50.55282211303711,42.874176025390625,15.785274505615234,75.01783752441406,5.641304016113281,100.77323150634766,55.92045211791992,94.69249725341797
enroll,11,Jeremy Greenstock,4837,mtcnn,0.9997401833534241,34.82107925415039,35.227718353271484,103.84919738769531,34.52181625366211,73.8484878540039,69.39344787597656,44.7704963684082,98.48086547851562,97.56366729736328,96.79441833496094
enroll,12,David Anderson,1024,mtcnn,0.9999982118606567,39.94232940673828,39.10502243041992,85.44888305664062,40.46454620361328,62.40340805053711,58.465240478515625,35.51581573486328,79.98690795898438,82.292724609375,82.81173706054688
enroll,13,John Stockton,3954,mtcnn,0.9999727010726929,4.645763397216797,38.40642166137695,68.90159606933594,32.551849365234375,26.099262237548828,65.76889038085938,11.256103515625,95.37275695800781,76.98213195800781,89.22113037109375
enroll,14,Zhu Rongji,5646,mtcnn,0.9999957084655762,22.549606323242188,30.226150512695312,86.32243347167969,29.400714874267578,53.74757385253906,67.31596374511719,27.55691909790039,89.45916748046875,83.82603454589844,89.83038330078125
enroll,15,Mahmoud Abbas,4450,mtcnn,0.9999171495437622,32.14620590209961,26.296710968017578,98.81288146972656,17.710777282714844,70.61151885986328,61.85149383544922,46.042415618896484,81.5716781616211,100.87841796875,74.97044372558594
enroll,16,Gloria Macapagal Arroyo,5037,mtcnn,0.9999971389770508,9.934320449829102,37.8303337097168,66.17729187011719,31.534961700439453,32.435691833496094,53.934486389160156,20.469829559326172,87.19066619873047,67.28353118896484,82.87031555175781
enroll,17,Steven Spielberg,4106,mtcnn,0.9999173879623413,38.10128402709961,35.5560302734375,90.46028900146484,34.94264602661133,66.94351959228516,65.02440643310547,39.155574798583984,80.73272705078125,90.74983215332031,81.39147186279297
enroll,18,Norm Coleman,5408,mtcnn,0.9999973773956299,23.899436950683594,29.99666976928711,69.87690734863281,37.54532241821289,55.34865951538086,61.213096618652344,16.370830535888672,71.80137634277344,59.32648849487305,80.62742614746094
enroll,19,Catherine Zeta-Jones,446,mtcnn,0.999866247177124,39.186710357666016,35.038856506347656,106.7060317993164,33.56939697265625,68.79657745361328,73.12469482421875,42.99212646484375,88.51933288574219,109.62244415283203,88.03416442871094
enroll,20,Robert Blake,4215,mtcnn,0.9999402761459351,31.092498779296875,33.41379928588867,95.97323608398438,29.230892181396484,67.169921875,68.46455383300781,34.783817291259766,79.45997619628906,99.20403289794922,75.27207946777344
enroll,21,Queen Elizabeth II,5706,mtcnn,0.9999997615814209,18.512752532958984,19.940425872802734,84.27351379394531,15.020111083984375,50.16399002075195,56.722991943359375,18.208274841308594,71.2997817993164,92.32637023925781,67.74138641357422
enroll,22,Martha Stewart,1499,mtcnn,0.9998542070388794,4.093313217163086,37.59752655029297,60.247440338134766,38.31943130493164,22.232261657714844,67.94095611572266,6.019344329833984,97.10282897949219,56.518489837646484,98.5743179321289
enroll,23,Robert Kocharian,2630,mtcnn,0.9999692440032959,33.4915771484375,44.71609115600586,83.77079772949219,41.43815231323242,66.37882995605469,76.25144958496094,37.7844352722168,88.53790283203125,82.01905822753906,86.97128295898438
enroll,24,Scott Peterson,3473,mtcnn,0.9999910593032837,48.40617370605469,40.09663391113281,96.7422103881836,38.24797058105469,81.56558227539062,65.63294982910156,53.538936614990234,88.45428466796875,95.08238983154297,86.29531860351562
enroll,25,Ray Romano,2884,mtcnn,0.9999992847442627,32.30378723144531,24.735595703125,98.29415130615234,26.764022827148438,67.29507446289062,60.302215576171875,28.726951599121094,81.90450286865234,93.21534729003906,84.0531997680664
enroll,26,Mark Hurlbert,1264,mtcnn,0.999994158744812,39.092552185058594,41.04084777832031,80.62265014648438,39.42583084106445,67.6611328125,57.446109771728516,44.96189498901367,81.84700775146484,81.99684143066406,80.31790161132812
enroll,27,Silvan Shalom,4914,mtcnn,0.9999947547912598,59.51757049560547,36.2769660949707,111.0,34.37215805053711,102.3171615600586,67.62823486328125,66.02853393554688,96.59126281738281,111.0,95.1260986328125
enroll,28,Britney Spears,5748,mtcnn,0.999980092048645,21.90350341796875,32.96473693847656,96.35247802734375,27.048503875732422,51.469024658203125,64.81690979003906,34.47037124633789,99.10090637207031,96.9466323852539,93.00788879394531
enroll,29,Gunter Pleuger,3634,mtcnn,0.9999998807907104,21.199689865112305,53.40591049194336,58.127906799316406,51.20286560058594,34.38893127441406,72.45002746582031,25.98066520690918,91.45394897460938,59.499961853027344,89.73487854003906
enroll,30,Tom Daschle,940,mtcnn,0.9999412298202515,19.343257904052734,34.036407470703125,76.22018432617188,27.91653060913086,55.06005096435547,64.07721710205078,29.27716827392578,86.74451446533203,80.32982635498047,81.70245361328125
enroll,31,Ian Thorpe,3585,mtcnn,0.9999974966049194,39.416259765625,36.216678619384766,85.35021209716797,43.1038932800293,79.85162353515625,67.22193908691406,37.213314056396484,90.10926818847656,77.99894714355469,95.21678161621094
enroll,32,Tommy Haas,2757,mtcnn,0.9998992681503296,16.326557159423828,31.117534637451172,74.31901550292969,30.27313995361328,42.62224578857422,49.09379196166992,20.040679931640625,81.02912902832031,69.07345581054688,80.95890045166016
enroll,33,John Allen Muhammad,1504,mtcnn,0.9999314546585083,47.63150405883789,42.05546951293945,98.58289337158203,42.70888137817383,77.7928695678711,67.71896362304688,50.17581558227539,92.5926513671875,93.92648315429688,92.53521728515625
enroll,34,Ari Fleischer,1885,mtcnn,0.9999817609786987,30.959491729736328,24.613567352294922,91.29475402832031,23.9578857421875,66.77947998046875,50.61469268798828,39.25089645385742,80.40946960449219,87.919677734375,81.12641143798828
enroll,35,Tim Henman,1988,mtcnn,0.9999673366546631,44.654537200927734,42.7464599609375,107.7239761352539,42.92171859741211,82.60334777832031,65.54679870605469,51.2096061706543,101.362060546875,105.51577758789062,101.40327453613281
enroll,36,Ahmed Chalabi,520,mtcnn,0.9995372295379639,34.10912322998047,39.227867126464844,79.15702056884766,39.93528747558594,53.66007614135742,68.35887145996094,36.516822814941406,82.79022216796875,75.77643585205078,84.68531799316406
enroll,37,Tom Cruise,3389,mtcnn,0.9987118244171143,20.682388305664062,15.43170166015625,77.76708221435547,24.729938507080078,34.69149398803711,47.2766227722168,7.778886795043945,68.51564025878906,67.03248596191406,78.6253662109375
enroll,38,JK Rowling,2637,mtcnn,0.9998767375946045,20.231021881103516,35.36833953857422,86.4604263305664,30.848140716552734,67.8625717163086,62.33338165283203,32.85368347167969,95.98065185546875,87.29287719726562,91.64041137695312
enroll,39,Elizabeth Smart,2198,mtcnn,0.9999942779541016,28.05148696899414,28.398372650146484,89.29257202148438,23.967044830322266,59.33491897583008,57.807762145996094,29.93407440185547,74.6455307006836,91.58694458007812,72.01164245605469
enroll,40,Jennifer Aniston,1827,mtcnn,0.999903678894043,24.275604248046875,40.569786071777344,77.01878356933594,41.68783950805664,42.065338134765625,72.96229553222656,26.47244644165039,92.52333068847656,76.69599151611328,95.48382568359375
enroll,41,George W Bush,2235,mtcnn,0.9999974966049194,22.805126190185547,25.350780487060547,86.33013916015625,25.605545043945312,54.590946197509766,63.33063507080078,24.321670532226562,91.19361114501953,79.83419799804688,93.50255584716797
enroll,42,Joseph Biden,3323,mtcnn,0.9999802112579346,29.006887435913086,47.465389251708984,68.76725006103516,48.04149627685547,41.862701416015625,75.940185546875,30.706768035888672,81.42897033691406,74.25459289550781,81.6407470703125
enroll,43,Billy Crystal,4742,mtcnn,0.9993964433670044,31.515087127685547,49.624271392822266,77.75189208984375,43.82046890258789,56.41524887084961,73.2645263671875,34.94865036010742,87.49359130859375,88.23275756835938,81.05591583251953
enroll,44,Rob Marshall,2812,mtcnn,0.999964714050293,10.054698944091797,21.22235870361328,74.21389770507812,15.366409301757812,34.90085220336914,54.212005615234375,19.73645782470703,74.66012573242188,81.18853759765625,71.6793212890625
enroll,45,Madonna,4026,mtcnn,0.9992092847824097,12.071826934814453,25.45938491821289,97.08391571044922,24.965625762939453,22.13864517211914,68.44911193847656,7.848064422607422,111.0,78.48274993896484,111.0
enroll,46,Kevin Spacey,5826,mtcnn,0.9999982118606567,32.949493408203125,32.55032730102539,93.17845153808594,30.940406799316406,61.8629035949707,61.66551208496094,33.05502700805664,79.24669647216797,94.77046203613281,78.52548217773438
enroll,47,Calista Flockhart,5446,mtcnn,0.9999786615371704,5.808614730834961,35.65008544921875,64.77304077148438,33.21614074707031,28.266887664794922,68.06702423095703,9.135643005371094,85.9231948852539,67.08683776855469,84.460693359375
enroll,48,Erika Harold,2845,mtcnn,0.999998927116394,29.587905883789062,26.94139862060547,87.24600219726562,26.083328247070312,60.33464050292969,54.629112243652344,28.283626556396484,77.60269927978516,89.85066986083984,76.82711029052734
enroll,49,Li Zhaoxing,4621,mtcnn,0.9999986886978149,17.395038604736328,37.959228515625,67.21736145019531,37.500816345214844,45.10962677001953,59.674922943115234,22.304302215576172,83.01321411132812,63.71765899658203,82.64710998535156
enroll,50,Paul Wolfowitz,982,mtcnn,0.9999951124191284,8.069976806640625,41.77450180053711,62.07936096191406,28.886432647705078,27.623565673828125,62.25133514404297,19.156963348388672,90.54296875,72.82374572753906,79.1499252319336
enroll,51,Nicanor Duarte Frutos,4201,mtcnn,0.9996962547302246,15.616291046142578,31.98574447631836,77.976806640625,30.453582763671875,33.14607620239258,68.25614166259766,24.400447845458984,90.05914306640625,81.4273910522461,90.1487808227539
enroll,52,Jose Manuel Durao Barroso,2505,mtcnn,0.9999707937240601,0.0,34.303165435791016,65.52867889404297,21.202892303466797,19.91864013671875,61.87018966674805,8.28497314453125,102.55087280273438,72.5440673828125,91.49397277832031
enroll,53,Brad Johnson,2133,mtcnn,0.9999998807907104,33.99280548095703,24.90066146850586,108.5640869140625,19.924880981445312,72.8656997680664,53.41569519042969,44.11040115356445,90.4571304321289,109.63361358642578,87.89509582519531
enroll,54,Peter Struck,2937,canonical_fallback,,38.0,42.0,74.0,42.0,56.0,60.0,42.0,78.0,70.0,78.0
enroll,55,Shimon Peres,2806,mtcnn,0.99977046251297,26.138225555419922,25.587337493896484,81.29102325439453,32.49071502685547,42.0018196105957,61.889381408691406,21.384408950805664,76.76655578613281,75.00965118408203,85.65953063964844
enroll,56,Michael Jackson,4692,mtcnn,0.9996926784515381,15.113895416259766,20.71538543701172,86.2376708984375,21.112171173095703,43.77617645263672,49.39616394042969,17.679752349853516,81.5885009765625,80.28459167480469,83.93324279785156
enroll,57,Pierce Brosnan,4894,mtcnn,0.9999655485153198,32.83038330078125,33.12832260131836,91.87220764160156,33.033939361572266,66.89070129394531,63.534942626953125,34.16859436035156,84.6925048828125,89.3521728515625,86.10430145263672
enroll,58,Joe Lieberman,3403,mtcnn,0.9999892711639404,6.697357177734375,32.42552185058594,74.8037109375,28.622631072998047,37.067909240722656,51.11048889160156,8.024986267089844,85.95580291748047,77.73454284667969,83.35633850097656
enroll,59,Wen Jiabao,224,mtcnn,0.9999364614486694,39.14215850830078,42.90589141845703,101.4393081665039,40.76945877075195,75.422119140625,67.29039001464844,42.55915451049805,93.5045166015625,102.28713989257812,91.23989868164062
enroll,60,Colin Farrell,3588,mtcnn,0.9999984502792358,35.59059143066406,42.626895904541016,79.31932067871094,40.03107452392578,60.34157943725586,66.57232666015625,40.40900421142578,84.77078247070312,80.2205581665039,82.48453521728516
enroll,61,Holly Hunter,83,mtcnn,0.9999479055404663,23.878490447998047,34.23971176147461,84.1121597290039,30.032970428466797,71.6416244506836,57.24430465698242,31.66702651977539,84.14956665039062,93.07630920410156,78.525634765625
enroll,62,William Macy,762,mtcnn,0.9998770952224731,32.04035949707031,39.216888427734375,84.9209976196289,38.06991195678711,56.05442810058594,64.55782318115234,34.17254638671875,80.91842651367188,88.40299224853516,79.87998962402344
enroll,63,Binyamin Ben-Eliezer,4211,mtcnn,0.9999971389770508,10.371711730957031,32.30516815185547,75.5461654663086,25.896148681640625,40.003726959228516,58.204254150390625,19.326126098632812,93.96460723876953,80.9325942993164,89.45664978027344
enroll,64,Hu Jintao,5613,mtcnn,0.9999103546142578,22.088680267333984,37.97007751464844,76.21652221679688,37.08817672729492,47.61503601074219,60.505245208740234,25.38603973388672,83.60908508300781,72.96444702148438,83.99713134765625
enroll,65,Norah Jones,3911,mtcnn,0.9999995231628418,21.559398651123047,37.2087287902832,74.0127182006836,34.97048568725586,44.417606353759766,59.55292510986328,26.312820434570312,76.97260284423828,77.3348617553711,78.04287719726562
enroll,66,Jean-Pierre Raffarin,371,mtcnn,0.9997125267982483,17.033159255981445,39.965003967285156,64.1982421875,45.35420608520508,26.76205825805664,72.49718475341797,15.563215255737305,96.9504165649414,49.031951904296875,102.7779541015625
enroll,67,Salma Hayek,3026,mtcnn,0.9999741315841675,26.820587158203125,31.502281188964844,85.49810791015625,23.862808227539062,61.62372970581055,57.48868179321289,35.92885971069336,78.08929443359375,90.76646423339844,69.78059387207031
enroll,68,Lance Bass,1148,mtcnn,0.999985933303833,36.380462646484375,37.50112533569336,94.04036712646484,32.72651290893555,60.1732292175293,64.205322265625,43.005340576171875,90.08430480957031,93.11814880371094,87.15375518798828
enroll,69,Thomas OBrien,2813,mtcnn,0.9997827410697937,53.56626892089844,41.99486541748047,101.12826538085938,43.270484924316406,81.5682601928711,72.44622039794922,54.20134353637695,91.23674774169922,94.56430053710938,92.56824493408203
enroll,70,Yasser Arafat,2170,mtcnn,0.9806444048881531,10.459770202636719,9.588401794433594,92.74330139160156,4.100238800048828,50.94016647338867,56.73530197143555,19.922569274902344,74.79808044433594,100.51689147949219,71.55598449707031
enroll,71,Li Peng,2028,mtcnn,0.9999974966049194,0.0,44.736122131347656,56.89632034301758,37.84943389892578,20.313941955566406,70.19566345214844,2.1336212158203125,99.36570739746094,61.64228439331055,93.45184326171875
enroll,72,Meryl Streep,5150,mtcnn,0.9999910593032837,24.04233169555664,32.845523834228516,76.74494934082031,32.73846435546875,45.28857421875,64.97689819335938,29.530254364013672,77.2566146850586,78.25453186035156,76.0672607421875
enroll,73,Condoleezza Rice,2246,mtcnn,0.9999281167984009,26.82601547241211,39.156856536865234,99.17019653320312,37.85593795776367,69.84469604492188,72.36046600341797,32.33980178833008,104.31745147705078,97.77861022949219,102.91888427734375
enroll,74,Colin Powell,3411,mtcnn,0.9999978542327881,6.784326553344727,33.15997314453125,65.60911560058594,29.584232330322266,31.810279846191406,58.764373779296875,12.30057144165039,83.67639923095703,68.6448974609375,81.1656494140625
enroll,75,Jon Gruden,4907,mtcnn,0.9999979734420776,19.518218994140625,28.896026611328125,77.29671478271484,26.026409149169922,46.555152893066406,58.520137786865234,25.02228546142578,78.40142822265625,78.28622436523438,76.17103576660156
enroll,76,Carla Del Ponte,3056,mtcnn,0.9999339580535889,17.158599853515625,15.678630828857422,76.12593078613281,14.750843048095703,40.11204528808594,44.15761947631836,17.212421417236328,77.43012237548828,72.00225830078125,77.50247192382812
enroll,77,Rubens Barrichello,4131,mtcnn,0.9999839067459106,27.393463134765625,28.145278930664062,91.25077056884766,30.08692169189453,62.369667053222656,52.93682861328125,26.414573669433594,75.0029067993164,89.63917541503906,77.51254272460938
enroll,78,Pedro Almodovar,4154,mtcnn,0.9999979734420776,12.98342514038086,41.268165588378906,64.29789733886719,32.04901123046875,34.19835662841797,59.498809814453125,22.774341583251953,88.38267517089844,74.0564956665039,79.77496337890625
enroll,79,Xavier Malisse,152,mtcnn,0.9999377727508545,34.172760009765625,39.752559661865234,79.03559875488281,39.118865966796875,60.55333709716797,58.92259216308594,41.9754638671875,83.51283264160156,76.38882446289062,82.7260971069336
enroll,80,Albert Costa,5110,mtcnn,0.9995941519737244,21.689743041992188,38.92720031738281,86.25241088867188,27.883506774902344,51.02941131591797,71.12580871582031,40.350868225097656,105.69578552246094,95.34136199951172,95.67826843261719
enroll,81,Susan Sarandon,658,mtcnn,0.999923586845398,29.925540924072266,40.82211685180664,91.71443939208984,38.24860382080078,64.1297378540039,67.59666442871094,30.45685577392578,88.13055419921875,94.67704772949219,85.46937561035156
enroll,82,Bob Graham,117,mtcnn,0.9999932050704956,25.056583404541016,21.647525787353516,108.3458251953125,16.579429626464844,64.70478057861328,55.34907531738281,34.82216262817383,100.78884887695312,103.55537414550781,98.77923583984375
enroll,83,Nestor Kirchner,1776,mtcnn,0.99997878074646,18.054222106933594,34.13313293457031,88.03761291503906,31.398021697998047,57.168819427490234,72.95501708984375,19.88994598388672,89.62539672851562,89.64779663085938,87.62939453125
enroll,84,Victoria Clarke,1230,mtcnn,0.9995566010475159,2.6268367767333984,26.275333404541016,54.13491439819336,6.283885955810547,14.155021667480469,56.0059814453125,29.31020736694336,95.64094543457031,73.47996520996094,80.99982452392578
enroll,85,Chanda Rubin,1868,mtcnn,0.9999991655349731,29.838348388671875,40.23896789550781,76.18692016601562,40.3187141418457,49.43618392944336,60.61568832397461,30.223602294921875,84.75394439697266,72.9515380859375,86.50861358642578
enroll,86,Sourav Ganguly,2638,mtcnn,0.9998270869255066,25.160503387451172,37.11168670654297,76.37617492675781,33.6531867980957,50.4542236328125,61.77906799316406,27.81491470336914,79.7509765625,77.35282897949219,77.4126968383789
enroll,87,Jason Kidd,5747,mtcnn,0.999907374382019,34.63380432128906,29.79412078857422,88.9364013671875,29.423336029052734,66.52645874023438,55.572383880615234,33.396270751953125,75.961669921875,90.676513671875,75.4246826171875
enroll,88,Jiang Zemin,4433,mtcnn,0.9971068501472473,36.16987228393555,42.44041061401367,85.65721130371094,39.22122573852539,61.28477478027344,62.78974914550781,37.368778228759766,89.93669128417969,89.78893280029297,86.52970123291016
enroll,89,Michael Chang,1644,mtcnn,0.9998180270195007,28.61642074584961,45.952362060546875,76.45223999023438,45.74675369262695,50.471534729003906,72.69493103027344,30.507858276367188,93.1182861328125,72.89907836914062,93.29815673828125
enroll,90,Ricardo Lagos,4081,mtcnn,0.9999995231628418,0.0,38.197723388671875,61.31867980957031,34.367733001708984,23.398250579833984,70.61784362792969,5.7700042724609375,99.85861206054688,67.46212005615234,97.21245574951172
enroll,91,Lindsay Davenport,4198,mtcnn,0.999972939491272,31.598957061767578,34.64838790893555,83.55514526367188,33.86088180541992,66.54181671142578,60.85479736328125,36.97567367553711,82.39396667480469,80.89473724365234,81.8238525390625
enroll,92,Heidi Klum,3164,mtcnn,0.9997794032096863,43.64159393310547,32.184600830078125,111.0,38.75082778930664,86.9805679321289,74.599609375,41.183937072753906,100.26854705810547,109.66555786132812,106.26241302490234
enroll,93,David Nalbandian,98,mtcnn,0.9999994039535522,25.009552001953125,25.102500915527344,81.10470581054688,29.736621856689453,50.60446548461914,61.813720703125,21.649093627929688,82.25183868408203,71.24223327636719,85.87329864501953
enroll,94,Trent Lott,2680,mtcnn,0.9999850988388062,34.07479476928711,23.80788803100586,91.53510284423828,19.89236068725586,65.44441986083984,50.5643310546875,41.9531364440918,76.9775390625,92.3768310546875,75.67916107177734
enroll,95,Paul Martin,5961,mtcnn,0.9993267059326172,39.7690544128418,23.953083038330078,105.05810546875,23.011749267578125,82.7135009765625,48.213531494140625,45.4381103515625,85.6572265625,104.52822875976562,84.55887603759766
enroll,96,Natalie Maines,3886,mtcnn,0.9999887943267822,29.939544677734375,27.511829376220703,87.39285278320312,26.861133575439453,53.950462341308594,46.146366119384766,32.454402923583984,77.4954833984375,82.98709106445312,78.24525451660156
enroll,97,John Travolta,1723,mtcnn,0.9999953508377075,24.372211456298828,30.041336059570312,82.30288696289062,26.768165588378906,53.776405334472656,56.26807403564453,27.786624908447266,84.87968444824219,84.30230712890625,81.99519348144531
enroll,98,Roman Polanski,3603,mtcnn,0.9999990463256836,30.38338851928711,30.390056610107422,92.73934936523438,29.76978302001953,59.44990539550781,62.48472213745117,29.668437957763672,84.08970642089844,89.928466796875,82.48503112792969
enroll,99,Justin Timberlake,4871,mtcnn,0.9997045397758484,31.078243255615234,31.082778930664062,96.13802337646484,29.31209945678711,66.08057403564453,70.8078842163086,32.21492385864258,76.22110748291016,94.15039825439453,76.26205444335938
probe,0,Abdullah Gul,2753,mtcnn,0.999983549118042,0.0,31.226673126220703,60.495574951171875,27.43511962890625,19.697067260742188,54.15426254272461,4.605476379394531,85.31178283691406,59.257476806640625,82.96690368652344
probe,1,Abdullah Gul,5277,mtcnn,0.9999995231628418,33.653892517089844,14.443622589111328,98.97008514404297,17.49627685546875,67.33161163330078,33.345882415771484,35.17985153198242,67.9444580078125,93.75946807861328,70.56963348388672
probe,2,Abdullah Gul,3089,mtcnn,0.9999967813491821,39.18240737915039,30.513290405273438,108.72178649902344,31.848941802978516,78.48943328857422,56.34612274169922,43.416500091552734,87.96994018554688,105.33810424804688,89.49919128417969
probe,3,Abdullah Gul,5651,mtcnn,1.0,10.156133651733398,19.651588439941406,73.63764953613281,19.689441680908203,33.67441940307617,38.56971740722656,12.757818222045898,77.10794830322266,70.46031188964844,74.9133071899414
probe,4,Abdullah Gul,511,mtcnn,0.9999850988388062,22.657726287841797,22.121788024902344,97.77057647705078,18.69670867919922,53.53900909423828,45.42997741699219,27.40625762939453,84.10670471191406,93.10307312011719,82.21051025390625
probe,5,Abdullah Gul,365,mtcnn,0.9993009567260742,0.0,46.544586181640625,30.997196197509766,39.472469329833984,0.0,72.34188842773438,0.0,103.05169677734375,25.088191986083984,99.71533966064453
probe,6,Abdullah Gul,4581,mtcnn,0.999998927116394,12.000825881958008,44.2542724609375,71.85417938232422,43.62438201904297,36.58807373046875,70.87159729003906,18.782428741455078,97.96975708007812,72.85819244384766,97.64728546142578
probe,7,Abdullah Gul,2754,mtcnn,0.9999997615814209,0.0,30.842296600341797,61.61064147949219,29.219257354736328,21.04985809326172,57.110870361328125,2.7580509185791016,89.01594543457031,60.45344543457031,88.5602798461914
probe,8,Ciro Gomes,1523,mtcnn,0.9999998807907104,15.895492553710938,29.053199768066406,77.1962661743164,26.107303619384766,44.68095779418945,47.512020111083984,17.903728485107422,78.45091247558594,79.70066833496094,76.82660675048828
probe,9,Ciro Gomes,4921,mtcnn,0.9999573230743408,30.870845794677734,35.26701354980469,87.93394470214844,32.67039489746094,56.22300338745117,63.678260803222656,39.978965759277344,94.61847686767578,84.89630889892578,93.05074310302734
probe,10,Ciro Gomes,1611,mtcnn,0.9999614953994751,25.312103271484375,40.94082260131836,76.96286010742188,41.910491943359375,48.105918884277344,71.44633483886719,28.86248779296875,85.7605972290039,77.51939392089844,86.29328918457031
probe,11,Ciro Gomes,5555,mtcnn,0.9999772310256958,16.23379135131836,38.188140869140625,68.2184829711914,34.512733459472656,34.29140090942383,62.73907470703125,22.521228790283203,91.12538146972656,69.87457275390625,86.69017791748047
probe,12,Ricardo Sanchez,2325,mtcnn,0.9999504089355469,36.20005798339844,35.15131759643555,102.923828125,31.964385986328125,72.42435455322266,63.533180236816406,44.069393157958984,97.93563842773438,102.55016326904297,95.36859130859375
probe,13,Ricardo Sanchez,1375,mtcnn,0.9999260902404785,20.316368103027344,26.127574920654297,94.759521484375,27.175613403320312,55.82391357421875,59.698143005371094,22.436840057373047,85.45892333984375,91.62646484375,87.5595703125
probe,14,Ricardo Sanchez,3354,mtcnn,0.999994158744812,33.38652420043945,36.60804748535156,87.55410766601562,32.54450225830078,63.00749206542969,58.4146842956543,40.67264938354492,86.30470275878906,90.18147277832031,82.66215515136719
probe,15,Ricardo Sanchez,2113,mtcnn,0.9999783039093018,3.8095645904541016,41.88404083251953,54.55967330932617,37.83701705932617,21.70330047607422,65.17544555664062,8.492713928222656,95.10520935058594,55.671329498291016,92.53837585449219
probe,16,Ricardo Sanchez,2738,mtcnn,0.9999963045120239,32.07859802246094,32.665592193603516,88.31388092041016,30.32360076904297,64.73845672607422,58.628150939941406,38.661495208740234,90.65087127685547,87.18356323242188,89.19393157958984
probe,17,Roger Moore,4033,mtcnn,0.9981226325035095,39.81105041503906,29.105045318603516,100.3228530883789,28.931087493896484,73.2745132446289,62.170135498046875,37.60359573364258,84.03854370117188,100.21601867675781,83.41349792480469
probe,18,Roger Moore,2546,mtcnn,0.999377965927124,22.972461700439453,30.256336212158203,72.30006408691406,28.079811096191406,45.783626556396484,53.22099304199219,25.908863067626953,73.99359130859375,76.17259979248047,72.6035385131836
probe,19,Roger Moore,5348,mtcnn,0.9999357461929321,38.86466979980469,42.40732955932617,87.21504974365234,36.103004455566406,69.22692108154297,64.41529846191406,48.94607925415039,88.71392822265625,91.14017486572266,82.84059143066406
probe,20,Roger Moore,4409,mtcnn,0.9997931122779846,19.237106323242188,40.32489776611328,76.61463165283203,39.17491149902344,46.82868194580078,68.1627197265625,19.220863342285156,91.70866394042969,76.2511978149414,92.16566467285156
probe,21,Edmund Stoiber,768,mtcnn,0.9999421834945679,24.06734848022461,33.007164001464844,92.95915222167969,27.351329803466797,68.34273529052734,71.34136962890625,25.607891082763672,85.76705932617188,96.95926666259766,79.09197998046875
probe,22,Edmund Stoiber,2350,mtcnn,0.9999514818191528,49.14194869995117,28.273189544677734,108.63910675048828,30.133716583251953,79.81289672851562,61.80462646484375,46.189029693603516,81.84423065185547,105.4821548461914,83.32049560546875
probe,23,Edmund Stoiber,230,mtcnn,0.9999725818634033,20.969070434570312,26.546875,86.39665222167969,29.977535247802734,59.1665153503418,59.92475891113281,17.365657806396484,81.43067932128906,82.41328430175781,84.15204620361328
