probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_name,model_short_name
12,Ricardo Sanchez,72,72,Ricardo Sanchez,0.625399,0.625399,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
13,Ricardo Sanchez,72,72,Ricardo Sanchez,0.4098535,0.4098535,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
14,Ricardo Sanchez,72,72,Ricardo Sanchez,0.59249115,0.59249115,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
15,Ricardo Sanchez,72,72,Ricardo Sanchez,0.55743176,0.55743176,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
16,Ricardo Sanchez,72,72,Ricardo Sanchez,0.7251785,0.7251785,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
17,Roger Moore,76,76,Roger Moore,0.5651474,0.5651474,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
18,Roger Moore,76,76,Roger Moore,0.5598099,0.5598099,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
19,Roger Moore,76,76,Roger Moore,0.49719808,0.49719808,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
20,Roger Moore,76,76,Roger Moore,0.63198817,0.63198817,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
21,Edmund Stoiber,21,21,Edmund Stoiber,0.35835624,0.35835624,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
22,Edmund Stoiber,21,21,Edmund Stoiber,0.58165544,0.58165544,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
23,Edmund Stoiber,21,21,Edmund Stoiber,0.5219492,0.5219492,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
24,Edmund Stoiber,21,21,Edmund Stoiber,0.40098858,0.40098858,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
25,Edmund Stoiber,21,21,Edmund Stoiber,0.45229346,0.45229346,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
26,Edmund Stoiber,21,21,Edmund Stoiber,0.4071773,0.4071773,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
27,Edmund Stoiber,21,21,Edmund Stoiber,0.3745149,0.3745149,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
28,Edmund Stoiber,21,21,Edmund Stoiber,0.3010549,0.3010549,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
29,Carmen Electra,12,12,Carmen Electra,0.45913538,0.45913538,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
30,Carmen Electra,12,12,Carmen Electra,0.73041546,0.73041546,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
31,Carmen Electra,12,12,Carmen Electra,0.5171633,0.5171633,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
32,Carmen Electra,12,12,Carmen Electra,0.6059896,0.6059896,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
33,Carmen Electra,12,12,Carmen Electra,0.60121584,0.60121584,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
34,Tung Chee-hwa,92,92,Tung Chee-hwa,0.5686148,0.5686148,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
35,Tung Chee-hwa,92,92,Tung Chee-hwa,0.63981116,0.63981116,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
36,Tung Chee-hwa,92,92,Tung Chee-hwa,0.5499625,0.5499625,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
37,Tung Chee-hwa,92,92,Tung Chee-hwa,0.61313826,0.61313826,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
38,Tung Chee-hwa,92,92,Tung Chee-hwa,0.5222225,0.5222225,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
39,Tung Chee-hwa,92,92,Tung Chee-hwa,0.38697824,0.38697824,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
40,Tung Chee-hwa,92,92,Tung Chee-hwa,0.35047096,0.35047096,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
41,Tung Chee-hwa,92,92,Tung Chee-hwa,0.5393469,0.5393469,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
42,Woody Allen,96,96,Woody Allen,0.6708735,0.6708735,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
43,Woody Allen,96,96,Woody Allen,0.649317,0.649317,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
44,Woody Allen,96,96,Woody Allen,0.3368411,0.3368411,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
45,Woody Allen,96,96,Woody Allen,0.35398316,0.35398316,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
46,Kim Dae-jung,46,46,Kim Dae-jung,0.56168723,0.56168723,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
47,Kim Dae-jung,46,46,Kim Dae-jung,0.4243598,0.4243598,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
48,Kim Dae-jung,46,46,Kim Dae-jung,0.5404666,0.5404666,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
49,Kim Dae-jung,46,46,Kim Dae-jung,0.52352494,0.52352494,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
50,Kim Dae-jung,46,46,Kim Dae-jung,0.44402534,0.44402534,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
51,Kim Dae-jung,46,46,Kim Dae-jung,0.4431306,0.4431306,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
52,Kim Dae-jung,46,46,Kim Dae-jung,0.5161372,0.5161372,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
53,Lleyton Hewitt,51,51,Lleyton Hewitt,0.5251873,0.5251873,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
54,Lleyton Hewitt,51,51,Lleyton Hewitt,0.4302995,0.4302995,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
55,Lleyton Hewitt,51,51,Lleyton Hewitt,0.49943003,0.49943003,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
56,Lleyton Hewitt,51,51,Lleyton Hewitt,0.5361598,0.5361598,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
57,Lleyton Hewitt,51,51,Lleyton Hewitt,0.40666533,0.40666533,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
58,Lleyton Hewitt,51,51,Lleyton Hewitt,0.6450015,0.6450015,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
59,Lleyton Hewitt,51,51,Lleyton Hewitt,0.47611374,0.47611374,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
60,Lleyton Hewitt,51,51,Lleyton Hewitt,0.37613034,0.37613034,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
61,Ben Affleck,4,4,Ben Affleck,0.46479297,0.46479297,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
62,Ben Affleck,4,4,Ben Affleck,0.28094828,0.28094828,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
63,Ben Affleck,4,4,Ben Affleck,0.41969454,0.41969454,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
64,Ben Affleck,4,4,Ben Affleck,0.46842283,0.46842283,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
65,Ben Affleck,4,4,Ben Affleck,0.26362005,0.26362005,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
66,Ben Affleck,4,4,Ben Affleck,0.43161073,0.43161073,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
67,Jeremy Greenstock,35,35,Jeremy Greenstock,0.70888126,0.70888126,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
68,Jeremy Greenstock,35,35,Jeremy Greenstock,0.49577752,0.49577752,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
69,Jeremy Greenstock,35,35,Jeremy Greenstock,0.77337956,0.77337956,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
70,Jeremy Greenstock,35,35,Jeremy Greenstock,0.53043044,0.53043044,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
71,Jeremy Greenstock,35,35,Jeremy Greenstock,0.49262738,0.49262738,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
72,Jeremy Greenstock,35,35,Jeremy Greenstock,0.5714447,0.5714447,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
73,Jeremy Greenstock,35,35,Jeremy Greenstock,0.44934523,0.44934523,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
74,Jeremy Greenstock,35,35,Jeremy Greenstock,0.3318999,0.3318999,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
75,David Anderson,19,19,David Anderson,0.28931507,0.28931507,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
76,David Anderson,19,19,David Anderson,0.36359975,0.36359975,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
77,David Anderson,19,19,David Anderson,0.36690968,0.36690968,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
78,David Anderson,19,19,David Anderson,0.25006223,0.25006223,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
79,John Stockton,39,39,John Stockton,0.37284875,0.37284875,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
80,John Stockton,39,39,John Stockton,0.40431973,0.40431973,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
81,John Stockton,39,35,Jeremy Greenstock,0.179849,0.14450422,False,False,False,True,True,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
82,John Stockton,39,39,John Stockton,0.40109494,0.40109494,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
83,Zhu Rongji,99,99,Zhu Rongji,0.4292596,0.4292596,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
84,Zhu Rongji,99,99,Zhu Rongji,0.77553105,0.77553105,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
85,Zhu Rongji,99,99,Zhu Rongji,0.5045347,0.5045347,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
86,Zhu Rongji,99,99,Zhu Rongji,0.66844,0.66844,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
87,Zhu Rongji,99,99,Zhu Rongji,0.51265585,0.51265585,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
88,Zhu Rongji,99,99,Zhu Rongji,0.6264579,0.6264579,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
89,Zhu Rongji,99,99,Zhu Rongji,0.74301255,0.74301255,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
90,Zhu Rongji,99,99,Zhu Rongji,0.71233904,0.71233904,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
91,Mahmoud Abbas,53,53,Mahmoud Abbas,0.5527612,0.5527612,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
92,Mahmoud Abbas,53,53,Mahmoud Abbas,0.51394993,0.51394993,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
93,Mahmoud Abbas,53,53,Mahmoud Abbas,0.29630363,0.29630363,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
94,Mahmoud Abbas,53,53,Mahmoud Abbas,0.37645972,0.37645972,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
95,Mahmoud Abbas,53,53,Mahmoud Abbas,0.43676457,0.43676457,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
96,Mahmoud Abbas,53,53,Mahmoud Abbas,0.38096416,0.38096416,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
97,Mahmoud Abbas,53,53,Mahmoud Abbas,0.49500537,0.49500537,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
98,Mahmoud Abbas,53,53,Mahmoud Abbas,0.57040703,0.57040703,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
99,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.23300628,0.23300628,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
100,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.3110537,0.3110537,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
101,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.40999,0.40999,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
102,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.36739963,0.36739963,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
103,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.25732055,0.25732055,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
104,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.5274701,0.5274701,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
105,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.30161124,0.30161124,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
106,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.48706627,0.48706627,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
107,Steven Spielberg,84,84,Steven Spielberg,0.700818,0.700818,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
108,Steven Spielberg,84,28,Holly Hunter,0.1884584,0.11253073,False,False,False,True,True,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
109,Steven Spielberg,84,84,Steven Spielberg,0.50161064,0.50161064,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
110,Steven Spielberg,84,84,Steven Spielberg,0.7824352,0.7824352,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
111,Steven Spielberg,84,67,Peter Struck,0.21589315,0.043372493,False,True,False,False,True,True,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
112,Steven Spielberg,84,84,Steven Spielberg,0.42782238,0.42782238,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
113,Norm Coleman,63,63,Norm Coleman,0.46585578,0.46585578,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
114,Norm Coleman,63,63,Norm Coleman,0.3196712,0.3196712,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
115,Norm Coleman,63,63,Norm Coleman,0.47235712,0.47235712,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
116,Norm Coleman,63,63,Norm Coleman,0.39660493,0.39660493,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
117,Norm Coleman,63,63,Norm Coleman,0.44118512,0.44118512,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
118,Norm Coleman,63,63,Norm Coleman,0.4574246,0.4574246,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
119,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.4687113,0.4687113,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
120,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.59522545,0.59522545,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
121,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.45065567,0.45065567,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
122,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.5459279,0.5459279,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
123,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.4851606,0.4851606,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
124,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.38134593,0.38134593,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
125,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.44937062,0.44937062,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
126,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.59033895,0.59033895,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
127,Robert Blake,74,74,Robert Blake,0.7014936,0.7014936,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
128,Robert Blake,74,74,Robert Blake,0.47349027,0.47349027,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
129,Robert Blake,74,74,Robert Blake,0.4754358,0.4754358,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
130,Robert Blake,74,74,Robert Blake,0.4884771,0.4884771,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
131,Robert Blake,74,74,Robert Blake,0.39716566,0.39716566,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
132,Robert Blake,74,74,Robert Blake,0.44160503,0.44160503,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
133,Robert Blake,74,74,Robert Blake,0.6023154,0.6023154,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
134,Queen Elizabeth II,69,69,Queen Elizabeth II,0.54527044,0.54527044,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
135,Queen Elizabeth II,69,69,Queen Elizabeth II,0.2647153,0.2647153,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
136,Queen Elizabeth II,69,69,Queen Elizabeth II,0.4346177,0.4346177,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
137,Queen Elizabeth II,69,69,Queen Elizabeth II,0.56336844,0.56336844,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
138,Queen Elizabeth II,69,69,Queen Elizabeth II,0.41989613,0.41989613,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
139,Queen Elizabeth II,69,69,Queen Elizabeth II,0.43285096,0.43285096,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
140,Queen Elizabeth II,69,69,Queen Elizabeth II,0.40318456,0.40318456,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
141,Queen Elizabeth II,69,69,Queen Elizabeth II,0.48405647,0.48405647,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
142,Martha Stewart,55,55,Martha Stewart,0.5952095,0.5952095,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
143,Martha Stewart,55,55,Martha Stewart,0.52914983,0.52914983,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
144,Martha Stewart,55,55,Martha Stewart,0.5693753,0.5693753,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
145,Martha Stewart,55,55,Martha Stewart,0.38151562,0.38151562,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
146,Robert Kocharian,75,75,Robert Kocharian,0.64932513,0.64932513,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
147,Robert Kocharian,75,75,Robert Kocharian,0.6855937,0.6855937,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
148,Robert Kocharian,75,75,Robert Kocharian,0.5791421,0.5791421,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
149,Robert Kocharian,75,75,Robert Kocharian,0.5199125,0.5199125,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
150,Scott Peterson,80,80,Scott Peterson,0.51029515,0.51029515,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
151,Scott Peterson,80,80,Scott Peterson,0.38591224,0.38591224,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
152,Scott Peterson,80,80,Scott Peterson,0.47182107,0.47182107,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
153,Scott Peterson,80,80,Scott Peterson,0.5494445,0.5494445,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
154,Ray Romano,70,70,Ray Romano,0.48824844,0.48824844,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
155,Ray Romano,70,70,Ray Romano,0.51179266,0.51179266,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
156,Ray Romano,70,70,Ray Romano,0.54392743,0.54392743,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
157,Ray Romano,70,70,Ray Romano,0.5095719,0.5095719,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
158,Ray Romano,70,70,Ray Romano,0.5010185,0.5010185,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
159,Ray Romano,70,70,Ray Romano,0.38523728,0.38523728,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
160,Ray Romano,70,70,Ray Romano,0.34178954,0.34178954,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
161,Ray Romano,70,70,Ray Romano,0.5473887,0.5473887,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
162,Mark Hurlbert,54,54,Mark Hurlbert,0.5314095,0.5314095,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
163,Mark Hurlbert,54,54,Mark Hurlbert,0.3958509,0.3958509,True,True,True,False,False,False,minchul/cvlface_adaface_ir101_webface4m,adaface_ir101_wf4m
