probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_short_name,condition,base_probe_row,similarity_drop_from_clean
43,Woody Allen,96,96,Woody Allen,0.5096339,0.5096339,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,43,0.08850973844528198
44,Woody Allen,96,96,Woody Allen,0.30209395,0.30209395,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,44,0.013152331113815308
45,Woody Allen,96,96,Woody Allen,0.38766286,0.38766286,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,45,-0.010233581066131592
46,Kim Dae-jung,46,46,Kim Dae-jung,0.584109,0.584109,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,46,0.023954391479492188
47,Kim Dae-jung,46,46,Kim Dae-jung,0.3685649,0.3685649,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,47,0.006000131368637085
48,Kim Dae-jung,46,46,Kim Dae-jung,0.60121167,0.60121167,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,48,0.03573787212371826
49,Kim Dae-jung,46,46,Kim Dae-jung,0.54430795,0.54430795,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,49,0.017715930938720703
50,Kim Dae-jung,46,46,Kim Dae-jung,0.55780613,0.55780613,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,50,0.002111673355102539
51,Kim Dae-jung,46,46,Kim Dae-jung,0.42957056,0.42957056,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,51,0.01854240894317627
52,Kim Dae-jung,46,46,Kim Dae-jung,0.43487263,0.43487263,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,52,0.03747865557670593
53,Lleyton Hewitt,51,51,Lleyton Hewitt,0.38965088,0.38965088,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,53,0.04317265748977661
54,Lleyton Hewitt,51,51,Lleyton Hewitt,0.33018762,0.33018762,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,54,0.14820492267608643
55,Lleyton Hewitt,51,51,Lleyton Hewitt,0.49005902,0.49005902,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,55,-0.020328015089035034
56,Lleyton Hewitt,51,51,Lleyton Hewitt,0.5800854,0.5800854,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,56,-0.02065366506576538
57,Lleyton Hewitt,51,51,Lleyton Hewitt,0.3166841,0.3166841,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,57,0.01538655161857605
58,Lleyton Hewitt,51,51,Lleyton Hewitt,0.5733204,0.5733204,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,58,0.07369059324264526
59,Lleyton Hewitt,51,51,Lleyton Hewitt,0.4340102,0.4340102,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,59,0.011003106832504272
60,Lleyton Hewitt,51,51,Lleyton Hewitt,0.38661337,0.38661337,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,60,0.005206465721130371
61,Ben Affleck,4,4,Ben Affleck,0.39892918,0.39892918,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,61,0.0009453296661376953
62,Ben Affleck,4,4,Ben Affleck,0.29134315,0.29134315,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,62,0.010138005018234253
63,Ben Affleck,4,4,Ben Affleck,0.5208962,0.5208962,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,63,-0.02829742431640625
64,Ben Affleck,4,4,Ben Affleck,0.47079122,0.47079122,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,64,0.0005548000335693359
65,Ben Affleck,4,4,Ben Affleck,0.29924828,0.29924828,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,65,0.005945444107055664
66,Ben Affleck,4,4,Ben Affleck,0.49078456,0.49078456,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,66,-0.0013184845447540283
67,Jeremy Greenstock,35,35,Jeremy Greenstock,0.6537212,0.6537212,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,67,0.026988506317138672
68,Jeremy Greenstock,35,35,Jeremy Greenstock,0.45749182,0.45749182,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,68,0.007532268762588501
69,Jeremy Greenstock,35,35,Jeremy Greenstock,0.7140695,0.7140695,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,69,0.03497731685638428
70,Jeremy Greenstock,35,35,Jeremy Greenstock,0.5400033,0.5400033,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,70,0.02454155683517456
71,Jeremy Greenstock,35,35,Jeremy Greenstock,0.43984646,0.43984646,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,71,0.019637465476989746
72,Jeremy Greenstock,35,35,Jeremy Greenstock,0.49287656,0.49287656,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,72,0.08824005722999573
73,Jeremy Greenstock,35,35,Jeremy Greenstock,0.37910512,0.37910512,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,73,0.07570862770080566
74,Jeremy Greenstock,35,35,Jeremy Greenstock,0.31523734,0.31523734,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,74,-0.0014694929122924805
75,David Anderson,19,19,David Anderson,0.33744162,0.33744162,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,75,0.030179649591445923
76,David Anderson,19,19,David Anderson,0.32716966,0.32716966,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,76,0.04061001539230347
77,David Anderson,19,19,David Anderson,0.41514003,0.41514003,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,77,-0.008716821670532227
78,David Anderson,19,19,David Anderson,0.28881195,0.28881195,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,78,0.024065464735031128
79,John Stockton,39,39,John Stockton,0.18544132,0.18544132,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,79,0.003494367003440857
80,John Stockton,39,39,John Stockton,0.26974022,0.26974022,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,80,-0.01751294732093811
81,Zhu Rongji,99,99,Zhu Rongji,0.3473854,0.3473854,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,83,0.020057886838912964
82,Zhu Rongji,99,99,Zhu Rongji,0.7560266,0.7560266,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,84,0.023983359336853027
83,Zhu Rongji,99,99,Zhu Rongji,0.5128678,0.5128678,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,85,0.014310777187347412
84,Zhu Rongji,99,99,Zhu Rongji,0.6057403,0.6057403,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,86,0.05960506200790405
85,Zhu Rongji,99,99,Zhu Rongji,0.51463586,0.51463586,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,87,0.05213886499404907
86,Zhu Rongji,99,99,Zhu Rongji,0.53227735,0.53227735,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,88,-0.00962740182876587
87,Zhu Rongji,99,99,Zhu Rongji,0.67047143,0.67047143,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,89,0.036255598068237305
88,Zhu Rongji,99,99,Zhu Rongji,0.63677543,0.63677543,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,90,0.04574805498123169
89,Mahmoud Abbas,53,53,Mahmoud Abbas,0.529514,0.529514,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,91,0.007268965244293213
90,Mahmoud Abbas,53,53,Mahmoud Abbas,0.49053898,0.49053898,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,92,0.009019166231155396
91,Mahmoud Abbas,53,53,Mahmoud Abbas,0.40893278,0.40893278,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,93,0.011267632246017456
92,Mahmoud Abbas,53,53,Mahmoud Abbas,0.45980316,0.45980316,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,94,0.05639141798019409
93,Mahmoud Abbas,53,53,Mahmoud Abbas,0.5339587,0.5339587,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,95,-0.0043370723724365234
94,Mahmoud Abbas,53,53,Mahmoud Abbas,0.3967862,0.3967862,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,96,0.05485686659812927
95,Mahmoud Abbas,53,53,Mahmoud Abbas,0.54174757,0.54174757,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,97,0.02491748332977295
96,Mahmoud Abbas,53,53,Mahmoud Abbas,0.6833149,0.6833149,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,98,0.007819056510925293
97,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.21579337,0.21579337,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,99,-0.01608756184577942
98,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.33218056,0.33218056,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,100,0.0115128755569458
99,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.34286237,0.34286237,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,101,0.02105298638343811
100,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.40841243,0.40841243,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,102,-0.016936451196670532
101,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.3681532,0.3681532,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,103,-0.02967911958694458
102,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.47316816,0.47316816,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,104,0.032102614641189575
103,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.3143322,0.3143322,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,105,0.02449136972427368
104,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.43382543,0.43382543,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,106,-0.022872984409332275
105,Steven Spielberg,84,84,Steven Spielberg,0.6136639,0.6136639,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,107,0.05038785934448242
106,Steven Spielberg,84,84,Steven Spielberg,0.39971173,0.39971173,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,109,0.0528445839881897
107,Steven Spielberg,84,84,Steven Spielberg,0.67039895,0.67039895,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,110,0.01971125602722168
108,Steven Spielberg,84,84,Steven Spielberg,0.36227024,0.36227024,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,112,0.09764575958251953
109,Norm Coleman,63,63,Norm Coleman,0.4009315,0.4009315,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,113,0.00796481966972351
110,Norm Coleman,63,63,Norm Coleman,0.3174032,0.3174032,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,114,0.03705751895904541
111,Norm Coleman,63,63,Norm Coleman,0.4759135,0.4759135,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,115,0.10524669289588928
112,Norm Coleman,63,63,Norm Coleman,0.39630342,0.39630342,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,116,0.03824418783187866
113,Norm Coleman,63,63,Norm Coleman,0.39718542,0.39718542,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,117,0.010952860116958618
114,Norm Coleman,63,63,Norm Coleman,0.39962578,0.39962578,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,118,0.033014118671417236
115,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.37551028,0.37551028,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,119,0.05265268683433533
116,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.5308819,0.5308819,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,120,0.03714853525161743
117,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.28285033,0.28285033,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,121,0.14846515655517578
118,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.46409935,0.46409935,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,122,0.03465092182159424
119,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.3578292,0.3578292,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,123,0.0912623405456543
120,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.23079865,0.23079865,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,124,0.061506763100624084
121,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.30249274,0.30249274,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,125,0.09943535923957825
122,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.4812785,0.4812785,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,126,0.084199458360672
123,Robert Blake,74,74,Robert Blake,0.6717405,0.6717405,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,127,0.05746835470199585
124,Robert Blake,74,74,Robert Blake,0.42826045,0.42826045,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,128,0.06063109636306763
125,Robert Blake,74,74,Robert Blake,0.3572408,0.3572408,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,129,0.045363545417785645
126,Robert Blake,74,74,Robert Blake,0.3537742,0.3537742,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,130,0.044273316860198975
127,Robert Blake,74,74,Robert Blake,0.2953631,0.2953631,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,131,0.06547403335571289
128,Robert Blake,74,74,Robert Blake,0.33432746,0.33432746,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,132,0.06172645092010498
129,Robert Blake,74,74,Robert Blake,0.5540726,0.5540726,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,133,0.07252156734466553
130,Queen Elizabeth II,69,69,Queen Elizabeth II,0.35825497,0.35825497,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,134,0.07947874069213867
131,Queen Elizabeth II,69,69,Queen Elizabeth II,0.36070484,0.36070484,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,135,-0.01074245572090149
132,Queen Elizabeth II,69,69,Queen Elizabeth II,0.3844506,0.3844506,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,136,-0.0413033664226532
133,Queen Elizabeth II,69,69,Queen Elizabeth II,0.41251606,0.41251606,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,137,0.04323652386665344
134,Queen Elizabeth II,69,69,Queen Elizabeth II,0.23632526,0.23632526,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,138,0.06792312860488892
135,Queen Elizabeth II,69,69,Queen Elizabeth II,0.26005065,0.26005065,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,139,0.05027353763580322
136,Queen Elizabeth II,69,69,Queen Elizabeth II,0.379844,0.379844,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,140,0.023679226636886597
137,Queen Elizabeth II,69,69,Queen Elizabeth II,0.48042816,0.48042816,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,141,0.032668888568878174
138,Martha Stewart,55,55,Martha Stewart,0.5018118,0.5018118,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,142,0.09692811965942383
139,Martha Stewart,55,55,Martha Stewart,0.6079353,0.6079353,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,143,-0.0707101821899414
140,Martha Stewart,55,55,Martha Stewart,0.5105186,0.5105186,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,144,0.04087930917739868
141,Martha Stewart,55,55,Martha Stewart,0.3413935,0.3413935,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,145,-0.008358985185623169
142,Robert Kocharian,75,75,Robert Kocharian,0.5822718,0.5822718,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,146,0.06604719161987305
143,Robert Kocharian,75,75,Robert Kocharian,0.6777444,0.6777444,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,147,0.009831666946411133
144,Robert Kocharian,75,75,Robert Kocharian,0.52423835,0.52423835,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,148,0.0897144079208374
145,Robert Kocharian,75,75,Robert Kocharian,0.44821638,0.44821638,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,149,0.004128575325012207
146,Scott Peterson,80,80,Scott Peterson,0.49499315,0.49499315,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,150,0.022904813289642334
147,Scott Peterson,80,80,Scott Peterson,0.44618696,0.44618696,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,151,0.0005782246589660645
148,Scott Peterson,80,80,Scott Peterson,0.4167349,0.4167349,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,152,0.04539969563484192
149,Scott Peterson,80,80,Scott Peterson,0.49305534,0.49305534,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,153,0.03076648712158203
150,Ray Romano,70,70,Ray Romano,0.5757486,0.5757486,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,154,-0.007275700569152832
151,Ray Romano,70,70,Ray Romano,0.51280826,0.51280826,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,155,0.04541558027267456
152,Ray Romano,70,70,Ray Romano,0.574576,0.574576,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,156,0.02390950918197632
153,Ray Romano,70,70,Ray Romano,0.47659817,0.47659817,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,157,0.05824020504951477
154,Ray Romano,70,70,Ray Romano,0.48673025,0.48673025,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,158,0.04318234324455261
155,Ray Romano,70,70,Ray Romano,0.40935516,0.40935516,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,159,0.03547874093055725
156,Ray Romano,70,70,Ray Romano,0.39928302,0.39928302,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,160,0.021111100912094116
157,Ray Romano,70,70,Ray Romano,0.5767015,0.5767015,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,161,0.05375981330871582
158,Mark Hurlbert,54,54,Mark Hurlbert,0.50496316,0.50496316,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,162,0.02840113639831543
159,Mark Hurlbert,54,54,Mark Hurlbert,0.3215522,0.3215522,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,163,0.051420122385025024
160,Mark Hurlbert,54,54,Mark Hurlbert,0.38803017,0.38803017,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,164,0.0669981837272644
161,Mark Hurlbert,54,54,Mark Hurlbert,0.58718514,0.58718514,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,165,0.05018836259841919
162,Silvan Shalom,82,82,Silvan Shalom,0.51383734,0.51383734,True,True,True,False,False,False,adaface_ir101_wf12m,normal_mascot_sticker,166,0.013409912586212158
