probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_short_name,condition,base_probe_row,similarity_drop_from_clean
74,David Anderson,19,19,David Anderson,0.2772218,0.2772218,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,76,0.03677165508270264
75,David Anderson,19,12,Carmen Electra,0.16018888,0.08909911,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,77,0.1323452591896057
76,John Stockton,39,39,John Stockton,0.28423667,0.28423667,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,79,0.06250941753387451
77,John Stockton,39,87,Tim Henman,0.1947385,0.11102655,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,80,0.2981942668557167
78,John Stockton,39,12,Carmen Electra,0.13072287,0.008195468,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,81,0.29844611044973135
79,Zhu Rongji,99,99,Zhu Rongji,0.26197928,0.26197928,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,83,0.16158941388130188
80,Zhu Rongji,99,99,Zhu Rongji,0.3953389,0.3953389,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,84,0.2939024567604065
81,Zhu Rongji,99,99,Zhu Rongji,0.39059073,0.39059073,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,85,0.03214079141616821
82,Zhu Rongji,99,99,Zhu Rongji,0.5255379,0.5255379,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,86,0.044060468673706055
83,Zhu Rongji,99,93,Victoria Clarke,0.15069468,0.14581344,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,87,0.31851449608802795
84,Zhu Rongji,99,99,Zhu Rongji,0.3609051,0.3609051,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,88,0.15410220623016357
85,Zhu Rongji,99,99,Zhu Rongji,0.44722247,0.44722247,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,89,0.23241114616394043
86,Zhu Rongji,99,99,Zhu Rongji,0.2690533,0.2690533,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,90,0.31126561760902405
87,Mahmoud Abbas,53,53,Mahmoud Abbas,0.29655084,0.29655084,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,91,0.2072524130344391
88,Mahmoud Abbas,53,53,Mahmoud Abbas,0.41418174,0.41418174,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,92,0.06446102261543274
89,Mahmoud Abbas,53,19,David Anderson,0.14843959,-0.0019968674,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,93,0.3536137565970421
90,Mahmoud Abbas,53,78,Rubens Barrichello,0.15838091,0.09026347,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,94,0.32761888206005096
91,Mahmoud Abbas,53,53,Mahmoud Abbas,0.280493,0.280493,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,95,0.14891037344932556
92,Mahmoud Abbas,53,53,Mahmoud Abbas,0.14939599,0.14939599,True,False,False,True,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,96,0.2475050538778305
93,Mahmoud Abbas,53,67,Peter Struck,0.21382439,0.17716649,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,97,0.3390156924724579
94,Mahmoud Abbas,53,93,Victoria Clarke,0.16260645,-0.060156688,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,98,0.6814732402563095
95,Gloria Macapagal Arroyo,25,58,Michael Jackson,0.15494108,0.079359226,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,100,0.27495569735765457
96,Gloria Macapagal Arroyo,25,27,Heidi Klum,0.17394406,0.13464338,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,101,0.2467719316482544
97,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.19981243,0.19981243,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,102,0.18031780421733856
98,Gloria Macapagal Arroyo,25,86,Thomas OBrien,0.13025454,-0.024532598,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,103,0.27487484738230705
99,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.15117794,0.15117794,True,False,False,True,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,104,0.35390007495880127
100,Gloria Macapagal Arroyo,25,79,Salma Hayek,0.19046253,0.19040391,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,105,0.12707200646400452
101,Gloria Macapagal Arroyo,25,58,Michael Jackson,0.1602737,0.14913738,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,106,0.3213300108909607
102,Steven Spielberg,84,93,Victoria Clarke,0.14737745,0.08202593,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,107,0.587474063038826
103,Steven Spielberg,84,12,Carmen Electra,0.16074386,0.057148695,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,109,0.4182239770889282
104,Steven Spielberg,84,84,Steven Spielberg,0.2739391,0.2739391,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,110,0.45760276913642883
105,Steven Spielberg,84,63,Norm Coleman,0.14171937,0.13139917,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,112,0.2769285589456558
106,Norm Coleman,63,63,Norm Coleman,0.3401425,0.3401425,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,113,0.1338065266609192
107,Norm Coleman,63,63,Norm Coleman,0.26541764,0.26541764,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,114,0.1449790894985199
108,Norm Coleman,63,19,David Anderson,0.15417913,0.093923375,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,115,0.3760577589273453
109,Norm Coleman,63,63,Norm Coleman,0.39849347,0.39849347,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,116,0.013554036617279053
110,Norm Coleman,63,63,Norm Coleman,0.33460405,0.33460405,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,117,0.07226011157035828
111,Norm Coleman,63,93,Victoria Clarke,0.20710337,0.14324197,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,118,0.3306659758090973
112,Catherine Zeta-Jones,13,93,Victoria Clarke,0.19670942,-4.8435293e-05,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,119,0.49482232984155416
113,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.2711344,0.2711344,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,120,0.2858048975467682
114,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.18320674,0.18320674,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,121,0.16101348400115967
115,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.23047118,0.23047118,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,122,0.282691553235054
116,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.19165963,0.19165963,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,123,0.2353459596633911
117,Catherine Zeta-Jones,13,4,Ben Affleck,0.15212288,0.10724014,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,124,0.19428622722625732
118,Catherine Zeta-Jones,13,93,Victoria Clarke,0.18455319,0.1524742,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,125,0.2585025131702423
119,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.30928552,0.30928552,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,126,0.2147601842880249
120,Robert Blake,74,74,Robert Blake,0.4005343,0.4005343,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,127,0.24520906805992126
121,Robert Blake,74,74,Robert Blake,0.17402616,0.17402616,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,128,0.22305357456207275
122,Robert Blake,74,93,Victoria Clarke,0.14434773,0.10189283,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,129,0.2599368691444397
123,Robert Blake,74,19,David Anderson,0.15104526,-0.042649284,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,130,0.48993702232837677
124,Robert Blake,74,67,Peter Struck,0.11199415,-0.08551719,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,131,0.4613450989127159
125,Robert Blake,74,93,Victoria Clarke,0.19299018,0.0037175044,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,132,0.366142101585865
126,Robert Blake,74,74,Robert Blake,0.33545002,0.33545002,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,133,0.21261081099510193
127,Queen Elizabeth II,69,69,Queen Elizabeth II,0.34839898,0.34839898,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,134,0.08274123072624207
128,Queen Elizabeth II,69,69,Queen Elizabeth II,0.19392696,0.19392696,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,135,0.06144091486930847
129,Queen Elizabeth II,69,69,Queen Elizabeth II,0.39064908,0.39064908,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,136,0.003689318895339966
130,Queen Elizabeth II,69,69,Queen Elizabeth II,0.269828,0.269828,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,137,0.1605563461780548
131,Queen Elizabeth II,69,69,Queen Elizabeth II,0.21395755,0.21395755,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,138,0.08931076526641846
132,Queen Elizabeth II,69,95,William Macy,0.21109495,0.058236696,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,139,0.32200535386800766
133,Queen Elizabeth II,69,69,Queen Elizabeth II,0.30471453,0.30471453,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,140,0.048593670129776
134,Queen Elizabeth II,69,69,Queen Elizabeth II,0.25955248,0.25955248,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,141,0.28724491596221924
135,Martha Stewart,55,93,Victoria Clarke,0.21580487,0.12222339,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,142,0.4790226072072983
136,Martha Stewart,55,11,Carla Del Ponte,0.21277589,0.049910147,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,143,0.48140696808695793
137,Martha Stewart,55,11,Carla Del Ponte,0.21071002,0.043599434,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,144,0.5045539066195488
138,Martha Stewart,55,55,Martha Stewart,0.1783364,0.1783364,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,145,0.10763926804065704
139,Robert Kocharian,75,75,Robert Kocharian,0.427213,0.427213,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,146,0.1879865527153015
140,Robert Kocharian,75,75,Robert Kocharian,0.44063717,0.44063717,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,147,0.21054542064666748
141,Robert Kocharian,75,75,Robert Kocharian,0.36627978,0.36627978,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,148,0.16365402936935425
142,Robert Kocharian,75,75,Robert Kocharian,0.46737218,0.46737218,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,149,0.0278775691986084
143,Scott Peterson,80,80,Scott Peterson,0.3314112,0.3314112,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,150,0.10610517859458923
144,Scott Peterson,80,80,Scott Peterson,0.27799606,0.27799606,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,151,0.05825972557067871
145,Scott Peterson,80,93,Victoria Clarke,0.16782773,0.08404446,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,152,0.33084994554519653
146,Scott Peterson,80,80,Scott Peterson,0.30279037,0.30279037,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,153,0.2721072733402252
147,Ray Romano,70,70,Ray Romano,0.26200014,0.26200014,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,154,0.2800144553184509
148,Ray Romano,70,70,Ray Romano,0.28346062,0.28346062,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,155,0.1964956521987915
149,Ray Romano,70,70,Ray Romano,0.22680019,0.22680019,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,156,0.2825608402490616
150,Ray Romano,70,70,Ray Romano,0.2932441,0.2932441,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,157,0.195014089345932
151,Ray Romano,70,70,Ray Romano,0.33910474,0.33910474,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,158,0.19188734889030457
152,Ray Romano,70,70,Ray Romano,0.3373214,0.3373214,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,159,0.12725305557250977
153,Ray Romano,70,64,Paul Martin,0.1721525,0.16885695,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,160,0.26387643814086914
154,Ray Romano,70,70,Ray Romano,0.37645936,0.37645936,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,161,0.3026888370513916
155,Mark Hurlbert,54,78,Rubens Barrichello,0.22850195,0.036305025,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,162,0.4779803603887558
156,Mark Hurlbert,54,54,Mark Hurlbert,0.27413332,0.27413332,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,163,0.0984395444393158
157,Mark Hurlbert,54,78,Rubens Barrichello,0.20074268,0.06529024,False,True,False,False,True,True,arcface_ir101_wf4m,adversarial_mascot_sticker,164,0.42139819264411926
158,Mark Hurlbert,54,93,Victoria Clarke,0.14625326,0.10951342,False,False,False,True,True,False,arcface_ir101_wf4m,adversarial_mascot_sticker,165,0.46192948520183563
159,Silvan Shalom,82,82,Silvan Shalom,0.23179772,0.23179772,True,True,True,False,False,False,arcface_ir101_wf4m,adversarial_mascot_sticker,166,0.1587359607219696
