probe_row,identity,true_db_idx,top1_db_idx,top1_identity,top1_similarity,true_similarity,rank1_correct,accepted,correct_accept,false_reject,misidentified,misaccept,model_name,model_short_name
14,Ricardo Sanchez,72,72,Ricardo Sanchez,0.5503279,0.5503279,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
15,Ricardo Sanchez,72,72,Ricardo Sanchez,0.55428135,0.55428135,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
16,Ricardo Sanchez,72,72,Ricardo Sanchez,0.66412556,0.66412556,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
17,Roger Moore,76,76,Roger Moore,0.57922286,0.57922286,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
18,Roger Moore,76,76,Roger Moore,0.5666177,0.5666177,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
19,Roger Moore,76,76,Roger Moore,0.35866925,0.35866925,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
20,Roger Moore,76,76,Roger Moore,0.5830145,0.5830145,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
21,Edmund Stoiber,21,21,Edmund Stoiber,0.3133018,0.3133018,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
22,Edmund Stoiber,21,21,Edmund Stoiber,0.48707968,0.48707968,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
23,Edmund Stoiber,21,21,Edmund Stoiber,0.44139653,0.44139653,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
24,Edmund Stoiber,21,21,Edmund Stoiber,0.33480966,0.33480966,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
25,Edmund Stoiber,21,21,Edmund Stoiber,0.45919478,0.45919478,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
26,Edmund Stoiber,21,21,Edmund Stoiber,0.25740743,0.25740743,True,False,False,True,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
27,Edmund Stoiber,21,21,Edmund Stoiber,0.22667351,0.22667351,True,False,False,True,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
28,Edmund Stoiber,21,21,Edmund Stoiber,0.3359416,0.3359416,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
29,Carmen Electra,12,12,Carmen Electra,0.4446804,0.4446804,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
30,Carmen Electra,12,12,Carmen Electra,0.6590519,0.6590519,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
31,Carmen Electra,12,12,Carmen Electra,0.54442984,0.54442984,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
32,Carmen Electra,12,12,Carmen Electra,0.63031983,0.63031983,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
33,Carmen Electra,12,12,Carmen Electra,0.6528731,0.6528731,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
34,Tung Chee-hwa,92,92,Tung Chee-hwa,0.42735827,0.42735827,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
35,Tung Chee-hwa,92,92,Tung Chee-hwa,0.56891626,0.56891626,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
36,Tung Chee-hwa,92,92,Tung Chee-hwa,0.5649202,0.5649202,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
37,Tung Chee-hwa,92,92,Tung Chee-hwa,0.695624,0.695624,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
38,Tung Chee-hwa,92,92,Tung Chee-hwa,0.54668313,0.54668313,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
39,Tung Chee-hwa,92,92,Tung Chee-hwa,0.34227425,0.34227425,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
40,Tung Chee-hwa,92,92,Tung Chee-hwa,0.2452819,0.2452819,True,False,False,True,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
41,Tung Chee-hwa,92,92,Tung Chee-hwa,0.48757178,0.48757178,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
42,Woody Allen,96,96,Woody Allen,0.5609143,0.5609143,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
43,Woody Allen,96,96,Woody Allen,0.49005598,0.49005598,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
44,Woody Allen,96,30,Ian Thorpe,0.2561673,0.19539163,False,False,False,True,True,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
45,Woody Allen,96,96,Woody Allen,0.27564886,0.27564886,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
46,Kim Dae-jung,46,46,Kim Dae-jung,0.46336415,0.46336415,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
47,Kim Dae-jung,46,46,Kim Dae-jung,0.44479582,0.44479582,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
48,Kim Dae-jung,46,46,Kim Dae-jung,0.5391588,0.5391588,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
49,Kim Dae-jung,46,46,Kim Dae-jung,0.5630177,0.5630177,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
50,Kim Dae-jung,46,46,Kim Dae-jung,0.46613777,0.46613777,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
51,Kim Dae-jung,46,46,Kim Dae-jung,0.3275261,0.3275261,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
52,Kim Dae-jung,46,46,Kim Dae-jung,0.48100877,0.48100877,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
53,Lleyton Hewitt,51,51,Lleyton Hewitt,0.44213307,0.44213307,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
54,Lleyton Hewitt,51,51,Lleyton Hewitt,0.39723504,0.39723504,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
55,Lleyton Hewitt,51,51,Lleyton Hewitt,0.56585675,0.56585675,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
56,Lleyton Hewitt,51,51,Lleyton Hewitt,0.5071402,0.5071402,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
57,Lleyton Hewitt,51,51,Lleyton Hewitt,0.32867873,0.32867873,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
58,Lleyton Hewitt,51,51,Lleyton Hewitt,0.5956803,0.5956803,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
59,Lleyton Hewitt,51,51,Lleyton Hewitt,0.44848913,0.44848913,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
60,Lleyton Hewitt,51,51,Lleyton Hewitt,0.42611128,0.42611128,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
61,Ben Affleck,4,80,Scott Peterson,0.2932129,0.2637388,False,True,False,False,True,True,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
62,Ben Affleck,4,4,Ben Affleck,0.25246197,0.25246197,True,False,False,True,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
63,Ben Affleck,4,4,Ben Affleck,0.51526463,0.51526463,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
64,Ben Affleck,4,4,Ben Affleck,0.5757941,0.5757941,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
65,Ben Affleck,4,8,Brad Johnson,0.28038844,0.14677536,False,True,False,False,True,True,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
66,Ben Affleck,4,4,Ben Affleck,0.37098017,0.37098017,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
67,Jeremy Greenstock,35,35,Jeremy Greenstock,0.67336833,0.67336833,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
68,Jeremy Greenstock,35,35,Jeremy Greenstock,0.38029987,0.38029987,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
69,Jeremy Greenstock,35,35,Jeremy Greenstock,0.68814135,0.68814135,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
70,Jeremy Greenstock,35,35,Jeremy Greenstock,0.39382073,0.39382073,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
71,Jeremy Greenstock,35,35,Jeremy Greenstock,0.48161662,0.48161662,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
72,Jeremy Greenstock,35,35,Jeremy Greenstock,0.51179045,0.51179045,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
73,Jeremy Greenstock,35,35,Jeremy Greenstock,0.48218188,0.48218188,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
74,Jeremy Greenstock,35,65,Paul Wolfowitz,0.3458141,0.2920077,False,True,False,False,True,True,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
75,David Anderson,19,19,David Anderson,0.3089102,0.3089102,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
76,David Anderson,19,19,David Anderson,0.34713593,0.34713593,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
77,David Anderson,19,19,David Anderson,0.39011115,0.39011115,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
78,David Anderson,19,19,David Anderson,0.24885827,0.24885827,True,False,False,True,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
79,John Stockton,39,35,Jeremy Greenstock,0.20026004,0.19779332,False,False,False,True,True,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
80,John Stockton,39,39,John Stockton,0.3506602,0.3506602,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
81,John Stockton,39,35,Jeremy Greenstock,0.20603105,0.12786175,False,False,False,True,True,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
82,John Stockton,39,87,Tim Henman,0.36199164,0.33828533,False,True,False,False,True,True,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
83,Zhu Rongji,99,99,Zhu Rongji,0.44858772,0.44858772,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
84,Zhu Rongji,99,99,Zhu Rongji,0.67407006,0.67407006,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
85,Zhu Rongji,99,99,Zhu Rongji,0.5154861,0.5154861,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
86,Zhu Rongji,99,99,Zhu Rongji,0.5897287,0.5897287,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
87,Zhu Rongji,99,99,Zhu Rongji,0.45731118,0.45731118,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
88,Zhu Rongji,99,99,Zhu Rongji,0.5184461,0.5184461,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
89,Zhu Rongji,99,99,Zhu Rongji,0.61855054,0.61855054,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
90,Zhu Rongji,99,99,Zhu Rongji,0.62683284,0.62683284,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
91,Mahmoud Abbas,53,53,Mahmoud Abbas,0.47528923,0.47528923,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
92,Mahmoud Abbas,53,53,Mahmoud Abbas,0.42193264,0.42193264,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
93,Mahmoud Abbas,53,53,Mahmoud Abbas,0.4446592,0.4446592,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
94,Mahmoud Abbas,53,53,Mahmoud Abbas,0.38929117,0.38929117,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
95,Mahmoud Abbas,53,53,Mahmoud Abbas,0.45811355,0.45811355,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
96,Mahmoud Abbas,53,53,Mahmoud Abbas,0.3016994,0.3016994,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
97,Mahmoud Abbas,53,53,Mahmoud Abbas,0.52586526,0.52586526,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
98,Mahmoud Abbas,53,53,Mahmoud Abbas,0.61320806,0.61320806,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
99,Gloria Macapagal Arroyo,25,52,Madonna,0.30345672,0.17825398,False,True,False,False,True,True,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
100,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.31611168,0.31611168,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
101,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.40536904,0.40536904,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
102,Gloria Macapagal Arroyo,25,62,Norah Jones,0.3274554,0.32667506,False,True,False,False,True,True,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
103,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.28173938,0.28173938,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
104,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.44964716,0.44964716,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
105,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.28768343,0.28768343,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
106,Gloria Macapagal Arroyo,25,25,Gloria Macapagal Arroyo,0.4457491,0.4457491,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
107,Steven Spielberg,84,84,Steven Spielberg,0.7122983,0.7122983,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
108,Steven Spielberg,84,30,Ian Thorpe,0.21159184,0.056237575,False,False,False,True,True,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
109,Steven Spielberg,84,84,Steven Spielberg,0.46493864,0.46493864,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
110,Steven Spielberg,84,84,Steven Spielberg,0.78237426,0.78237426,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
111,Steven Spielberg,84,46,Kim Dae-jung,0.16741128,0.103368245,False,False,False,True,True,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
112,Steven Spielberg,84,84,Steven Spielberg,0.41874522,0.41874522,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
113,Norm Coleman,63,63,Norm Coleman,0.45537728,0.45537728,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
114,Norm Coleman,63,63,Norm Coleman,0.3589938,0.3589938,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
115,Norm Coleman,63,63,Norm Coleman,0.5315974,0.5315974,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
116,Norm Coleman,63,63,Norm Coleman,0.37112388,0.37112388,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
117,Norm Coleman,63,63,Norm Coleman,0.4172185,0.4172185,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
118,Norm Coleman,63,63,Norm Coleman,0.439169,0.439169,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
119,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.5384683,0.5384683,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
120,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.5444763,0.5444763,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
121,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.41982186,0.41982186,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
122,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.56288505,0.56288505,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
123,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.44807637,0.44807637,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
124,Catherine Zeta-Jones,13,85,Susan Sarandon,0.32460326,0.25972763,False,True,False,False,True,True,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
125,Catherine Zeta-Jones,13,85,Susan Sarandon,0.38021213,0.24500795,False,True,False,False,True,True,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
126,Catherine Zeta-Jones,13,13,Catherine Zeta-Jones,0.5198607,0.5198607,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
127,Robert Blake,74,74,Robert Blake,0.6611387,0.6611387,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
128,Robert Blake,74,74,Robert Blake,0.3509521,0.3509521,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
129,Robert Blake,74,74,Robert Blake,0.3129423,0.3129423,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
130,Robert Blake,74,74,Robert Blake,0.33647233,0.33647233,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
131,Robert Blake,74,74,Robert Blake,0.33211553,0.33211553,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
132,Robert Blake,74,74,Robert Blake,0.2835689,0.2835689,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
133,Robert Blake,74,74,Robert Blake,0.5073343,0.5073343,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
134,Queen Elizabeth II,69,69,Queen Elizabeth II,0.47849345,0.47849345,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
135,Queen Elizabeth II,69,69,Queen Elizabeth II,0.3948082,0.3948082,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
136,Queen Elizabeth II,69,69,Queen Elizabeth II,0.4512364,0.4512364,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
137,Queen Elizabeth II,69,0,Abdullah Gul,0.3101729,0.25906152,False,True,False,False,True,True,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
138,Queen Elizabeth II,69,69,Queen Elizabeth II,0.40394303,0.40394303,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
139,Queen Elizabeth II,69,21,Edmund Stoiber,0.4015213,0.26897252,False,True,False,False,True,True,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
140,Queen Elizabeth II,69,69,Queen Elizabeth II,0.3451612,0.3451612,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
141,Queen Elizabeth II,69,69,Queen Elizabeth II,0.47565523,0.47565523,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
142,Martha Stewart,55,55,Martha Stewart,0.592307,0.592307,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
143,Martha Stewart,55,55,Martha Stewart,0.47283864,0.47283864,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
144,Martha Stewart,55,55,Martha Stewart,0.54269576,0.54269576,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
145,Martha Stewart,55,55,Martha Stewart,0.3411896,0.3411896,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
146,Robert Kocharian,75,75,Robert Kocharian,0.6043676,0.6043676,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
147,Robert Kocharian,75,75,Robert Kocharian,0.59773356,0.59773356,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
148,Robert Kocharian,75,75,Robert Kocharian,0.37973028,0.37973028,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
149,Robert Kocharian,75,75,Robert Kocharian,0.45159668,0.45159668,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
150,Scott Peterson,80,80,Scott Peterson,0.46285656,0.46285656,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
151,Scott Peterson,80,80,Scott Peterson,0.26597887,0.26597887,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
152,Scott Peterson,80,80,Scott Peterson,0.43144554,0.43144554,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
153,Scott Peterson,80,80,Scott Peterson,0.5015096,0.5015096,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
154,Ray Romano,70,70,Ray Romano,0.56883454,0.56883454,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
155,Ray Romano,70,70,Ray Romano,0.61384505,0.61384505,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
156,Ray Romano,70,70,Ray Romano,0.56996036,0.56996036,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
157,Ray Romano,70,70,Ray Romano,0.5816293,0.5816293,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
158,Ray Romano,70,70,Ray Romano,0.55399156,0.55399156,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
159,Ray Romano,70,70,Ray Romano,0.43536818,0.43536818,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
160,Ray Romano,70,70,Ray Romano,0.47282624,0.47282624,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
161,Ray Romano,70,70,Ray Romano,0.67882466,0.67882466,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
162,Mark Hurlbert,54,54,Mark Hurlbert,0.56988925,0.56988925,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
163,Mark Hurlbert,54,54,Mark Hurlbert,0.4048314,0.4048314,True,True,True,False,False,False,minchul/cvlface_adaface_ir50_webface4m,adaface_ir50_wf4m
